Include,Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
1,J,"Bandini, Elisa; Motes-Rodrigo, Alba; Steele, Matthew P.; Rutz, Christian; Tennie, Claudio",,,,,"Tennie, Claudio/0000-0002-5302-4925; Rutz, Christian/0000-0001-5187-7417; Motes Rodrigo, Alba/0000-0002-4444-7723; Steele, Matthew/0000-0003-1360-4762",,,,,Examining the mechanisms underlying the acquisition of animal tool behaviour.,,,,,,,,Biology Letters,,,,16,6,,,122,122,,,,,,,,,,,Article,Jun 24 2020,2020,"Despite major advances in the study of animal tool behaviour, researchers continue to debate how exactly certain behaviours are acquired. While specific mechanisms, such as genetic predispositions or action copying, are sometimes suspected to play a major role in behavioural acquisition, controlled experiments are required to provide conclusive evidence. In this opinion piece, we refer to classic ethological methodologies to emphasize the need for studying the relative contributions of different factors to the emergence of specific tool behaviours. We describe a methodology, consisting of a carefully staged series of baseline and social-learning conditions, that enables us to tease apart the roles of different mechanisms in the development of behavioural repertoires. Experiments employing our proposed methodology will not only advance our understanding of animal learning and culture, but as a result, will also help inform hypotheses about human cognitive, cultural and technological evolution. More generally, our conceptual framework is suitable for guiding the detailed investigation of other seemingly complex animal behaviours.",,,,,,,,,26,0,0,0,13,0,26,,,1744-9561,,,,,,,,,,,"Univ Tubingen, Dept Early Prehist & Quaternary Ecol, Tubingen, D-72070, Germany",,,,20/07/2020,ZOOREC:ZOOR15607053304,32486940
1,J,"Loretto, Matthias-Claudio; Schuster, Richard; Federspiel, Ira G.; Heinrich, Bernd; Bugnyar, Thomas",,,,"Schuster, Richard/E-1619-2011","Schuster, Richard/0000-0003-3191-7869; Loretto, Matthias-Claudio/0000-0002-1940-3470; Bugnyar, Thomas/0000-0002-6072-9667",,,,,"Contextual imitation in juvenile common ravens, Corvus corax.",,,,,,,,Animal Behaviour,,,,163,,,,127,134,,,,,,,,,,,Article,May-20,2020,,,,,,,,,,2,0,0,0,1,0,2,,,0003-3472; 1095-8282,,,,,,,,,,,"Max Planck Inst Anim Behav, Dept Migrat, Obstberg 1, Radolfzell, D-78315, Germany",,,,20/07/2020,ZOOREC:ZOOR15607050958,
1,J,"Miller, Rachael; Gruber, Romana; Frohnwieser, Anna; Schiestl, Martina; Jelbert, Sarah A.; Gray, Russell D.; Boeckle, Markus; Taylor, Alex H.; Clayton, Nicola S.",,,,,,,,,,"Decision-making flexibility in New Caledonian crows, young children and adult humans in a multi-dimensional tool-use task.",,,,,,,,PLoS ONE,,,,15,3,,,1,20,,,,,,,,,,,Article,Mar 11 2020,2020,"The ability to make profitable decisions in natural foraging contexts may be influenced by an additional requirement of tool-use, due to increased levels of relational complexity and additional work-effort imposed by tool-use, compared with simply choosing between an immediate and delayed food item. We examined the flexibility for making the most profitable decisions in a multi-dimensional tool-use task, involving different apparatuses, tools and rewards of varying quality, in 3-5-year-old children, adult humans and tool-making New Caledonian crows (Corvus moneduloides). We also compared our results to previous studies on habitually tool-making orangutans (Pongo abelii) and non-tool-making Goffin's cockatoos (Cacatua goffiniana). Adult humans, cockatoos and crows, but not children and orangutans, did not select a tool when it was not necessary, which was the more profitable choice in this situation. Adult humans, orangutans and cockatoos, but not crows and children, were able to refrain from selecting non-functional tools. By contrast, the birds, but not the Primates tested, struggled to attend to multiple variables-where two apparatuses, two tools and two reward qualities were presented simultaneously-without extended experience. These findings indicate: (1) in a similar manner to humans and orangutans, New Caledonian crows and Goffin's cockatoos can flexibly make profitable decisions in some decision-making tool-use tasks, though the birds may struggle when tasks become more complex; (2) children and orangutans may have a bias to use tools in situations where adults and other tool-making species do not.",,,,,,,,,0,0,0,0,0,0,0,,,1932-6203,,,,,,,,,,,"Univ Cambridge, Dept Psychol, Cambridge, United Kingdom",,,,20/07/2020,ZOOREC:ZOOR15607051464,
1,J,"Faegre, Sarah K.; Nietmann, Lindsey; Hannon, Phillip; Ha, James C.; Ha, Renee R.",,,,"Ha, Renee/IXN-5169-2023","Ha, Renee/0009-0004-6830-2088",,,,,"Age-related differences in diet and foraging behavior of the critically endangered Mariana Crow (Corvus kubaryi), with notes on the predation of Coenobita hermit crabs.",,,,,,,,Journal of Ornithology,,,,161,1,,,149,158,,,,,,,,,,,Article,Jan-20,2020,"Knowledge of foraging behavior across life stages of endangered species is important for identifying potential drivers of age-dependent mortality. Juvenile mortality is a primary threat to the persistence of the single remaining Mariana Crow (Corvus kubaryi) population, which is found on Rota, Commonwealth of the Northern Mariana Islands. Therefore, variation in foraging behavior among fledglings, sub-adults and adults may highlight different needs or susceptibilities that could inform age-specific management strategies. During observations of 36 Mariana Crows, we found that of all food captures, 14% were plant-based, 56% were insects or their larvae and eggs and 30% were non-insect animal prey. Two food categories, fruits/seeds/plants and ants/termites/larvae, which were procured and processed with simple behaviors, were taken more frequently by fledglings. Crabs, which were processed using complex behaviors, were captured more frequently by adults. Adults acquired more food items from the ground than did fledglings and sub-adult birds, a result that was driven by the former's high level of crab predation. We did not detect differences in foraging behavior between wet and dry seasons, suggesting that Mariana Crows maintain a similar diet year-round. Overall, our results highlight age-related differences in foraging behavior; however, future studies should identify whether these differences drive age-dependent variation in survivorship. Finally, we suggest that complex trophic interactions between non-native snails and Coenobita hermit crabs may have modified Mariana Crow foraging behavior, increasing their vulnerability to feral cat predation.",,,,,,,,,5,0,0,0,4,0,5,,,0021-8375,,,,,,,,,,,"Univ Washington, Dept Psychol, Seattle, WA, 98195, USA",,,,01/05/2020,ZOOREC:ZOOR15605034305,
1,J,"Federspiel, Ira G.; Boeckle, M.; von Bayern, A.M.P.; Emery, N.J.",,,,"Boeckle, Markus/A-9968-2010","Boeckle, Markus/0000-0002-0738-2764; von Bayern, Auguste/0000-0002-0981-9456",,,,,Exploring individual and social learning in jackdaws (Corvus monedula).,,,,,,,,Learning & Behavior,,,,47,3,,,258,270,,,,,,,,,,,Article,Sep-19,2019,"Information about novel environments or foods can be gathered via individual or social learning. Whereas individual learning is assumed to be more costly and less effective than social learning, it also yields more detailed information. Juveniles are often found to be more explorative than adults. Still under the protection of their parents, this allows them to sample their environment in preparation for later in life. We tested individual and social learning in jackdaws (Corvus monedula) of different age groups in a semi-natural group setting. Juvenile and adult jackdaws differed in their learning propensity. Juveniles spent more time at the test apparatus, were more explorative, and caused the apparatus to open. Almost all the openings at the apparatus matched the demonstrated method. As more observers became available, the juveniles could observe each other. Individuals preferentially watched successful conspecifics and those they could scrounge food from. Lower-ranking individuals tended to watch higher ranking ones; higher ranking individuals preferentially watched conspecifics of similar rank. The control group did not manipulate the apparatus. Due to the lack of this baseline, it was difficult to determine for certain whether the opening technique was acquired via individual or social learning. We conclude that if social learning played a role, the underlying mechanism was most likely local or stimulus enhancement. It is, however, more parsimonious to assume that juveniles were more explorative than adults, and that their opening technique was potentially easier to acquire than the one demonstrated to adults.",,,,,,,,,4,0,0,0,3,0,5,,,1543-4494,,,,,,,,,,,"Univ Cambridge, Subdept Anim Behav, Cambridge, United Kingdom",,,,18/11/2019,ZOOREC:ZOOR15512084297,31148101
1,J,"McCoy, Dakota E.; Schiestl, Martina; Neilands, Patrick; Hassall, Rebecca; Gray, Russell D.; Taylor, Alex H.",,,,"Taylor, Alex/HSF-3308-2023","Taylor, Alex/0000-0003-3492-7667; McCoy, Dakota/0000-0001-8383-8084",,,,,New Caledonian Crows Behave Optimistically after Using Tools.,,,,,,,,Current Biology,,,,29,16,,,2737,"2742, e1-e3",,,,,,,,,,,Article,Aug 19 2019,2019,"Are complex, species-specific behaviors in animals reinforced by material reward alone or do they also induce positive emotions? Many adaptive human behaviors are intrinsically motivated: they not only improve our material outcomes, but improve our affect as well (1-8). Work to date on animal optimism, as an indicator of positive affect, has generally focused on how animals react to change in their circumstances, such as when their environment is enriched (9-14) or they are manipulated by humans (15-23), rather than whether complex actions improve emotional state. Here, we show that wild New Caledonian crows are optimistic after tool use, a complex, species-specific behavior. We further demonstrate that this finding cannot be explained by the crows needing to put more effort into gaining food. Our findings therefore raise the possibility that intrinsic motivation (enjoyment) may be a fundamental proximate cause in the evolution of tool use and other complex behaviors.",,,,,,,,,10,0,0,0,5,0,10,,,0960-9822,,,,,,,,,,,"Harvard Univ, Dept Organism & Evolutionary Biol, 26 Oxford St, Cambridge, MA, 02138, USA",,,,30/09/2019,ZOOREC:ZOOR15510070677,31378612
1,J,"Ara, Kanami; Mikami, Katsura; Mikami, Osamu K.",,,,,,,,,,"Nut-cracking behaviour, by means of automobiles, by Carrion Crows in Hakodate City.",,,,,,,,Japanese Journal of Ornithology,,,,68,1,,,43,51,,,,,,,,,,,Article,Apr-19,2019,"The use of automobiles to crack open nuts by the Carrion Crow Corvus corone is a remarkable example of tool-use among birds. Previously only studied in Sendai City, during the 1990s, we studied this behavior in Hakodate City, Hokkaido, Japan during autumn and winter 2016, and compared our results with those from Sendai. Certain differences between them were noted. In Sendai, crows were observed to place walnuts in front of cars stationary at traffic signals. This efficient means of breaking walnuts was not observed during our study. Instead, in Hakodate, crows frequently dropped walnuts randomly from electric lines onto roads, which did not seem an effective way of placing the nuts where they were most likely to be broken. Our results suggest that the nut-cracking behavior of Carrion Crows in Hakodate is less sophisticated than that in Sendai. The difference may be a consequnce of several factors such as the length of the cultural learning period history, the learning environment, or features of the walnuts.",,,,,,,,,0,0,0,0,0,0,0,,,0913-400X,,,,,,,,,,,"Hokkaido Univ Educ, Dept Int & Reg Studies, Hakodate Campus,Hachimancho 1-2, Hakodate, Hokkaido, 0408567, Japan",,,,01/04/2019,ZOOREC:ZOOR15910080277,
1,J,"Gruber, Romana; Schiest, Martina; Boeckle, Markus; Frohnwieser, Anna; Miller, Rachael; Gray, Russell D.; Clayton, Nicola S.; Taylor, Alex H.",,,,"Taylor, Alex/HSF-3308-2023; Boeckle, Markus/A-9968-2010","Taylor, Alex/0000-0003-3492-7667; Boeckle, Markus/0000-0002-0738-2764; Gruber, Romana/0000-0002-7313-7396; Frohnwieser, Anna/0000-0001-5219-4319",,,,,New Caledonian Crows Use Mental Representations to Solve Metatool Problems.,,,,,,,,Current Biology,,,,29,4,,,686,"692, e1-e3",,,,,,,,,,,Article,Feb 18 2019,2019,"One of the mysteries of animal problem-solving is the extent to which animals mentally represent problems in their minds. Humans can imagine both the solution to a problem and the stages along the way (1-3), such as when we plan one or two moves ahead in chess. The extent to which other animals can do the same is far less clear (4-25). Here, we presented New Caledonian crows with a series of metatool problems where each stage was out of sight of the others and the crows had to avoid either a distractor apparatus containing a non-functional tool or a non-functional apparatus containing a functional tool. Crows were able to mentally represent the sub-goals and goals of metatool problems: crows kept in mind the location and identities of out-of-sight tools and apparatuses while planning and performing a sequence of tool behaviors. This provides the first conclusive evidence that birds can plan several moves ahead while using tools.",,,,,,,,,34,1,1,0,19,0,42,,,0960-9822,,,,,,,,,,,"Univ Auckland, Sch Psychol, 23 Symonds St, Auckland, 1010, New Zealand",,,,28/03/2019,ZOOREC:ZOOR15504024945,30744978
1,J,"Klump, Barbara C.; Cantat, Mathieu; Rutz, Christian",,,,"Klump, Barbara/JFB-1860-2023","Rutz, Christian/0000-0001-5187-7417; Klump, Barbara/0000-0003-3919-452X",,,,,Raw-material selectivity in hook-tool-crafting New Caledonian crows.,,,,,,,,Biology Letters,,,,15,2,,,20180836,20180836,,,,,,,,,,,Article,Feb-19,2019,"Animals that manufacture foraging tools face the challenge of identifying suitable raw materials among a multitude of options. New Caledonian crows exhibit strong population-specific material preferences for the manufacture of hooked stick tools, but it is unknown how they identify their favourite plants. We investigated experimentally whether crows pay attention to the stems of plants (from which the tools are made) and/or their leaves (which are usually discarded during manufacture but may enable rapid and reliable species identification at a distance). Subjects were highly selective in choice trials with multiple plant species. Two additional treatments with experimental leaf-stem combinations revealed that birds can identify their preferred plant species by its stems alone, and possibly also its leaves. These findings encourage future experiments that investigate whether New Caledonian crows attend to features of the stem that are required for the production of efficient hooked stick tools. Our study provides one of the most detailed assessments to date of how non-human animals identify raw materials for tool manufacture.",,,,,,,,,9,0,0,0,8,0,9,,,1744-9561,,,,,,,,,,,"Univ St Andrews, Sch Biol, Sir Harold Mitchell Bldg, St Andrews, Fife, KY16 9TH, United Kingdom",,,,26/08/2019,ZOOREC:ZOOR15509057980,30958132
1,J,"von Bayern, A.M.P.; Danel, S.; Auersperg, A.M.I.; Mioduszewska, B.; Kacelnik, A.",,,,,"Auersperg, Alice/0000-0001-7405-9791; von Bayern, Auguste/0000-0002-0981-9456",,,,,Compound tool construction by New Caledonian crows.,,,,,,,,Scientific Reports,,,,8,,,,15676,15676,,,,,,,,,,,Article,Oct 24 2018,2018,"The construction of novel compound tools through assemblage of otherwise non-functional elements involves anticipation of the affordances of the tools to be built. Except for few observations in captive great apes, compound tool construction is unknown outside humans, and tool innovation appears late in human ontogeny. We report that habitually tool-using New Caledonian crows (Corvus moneduloides) can combine objects to construct novel compound tools. We presented 8 naive crows with combinable elements too short to retrieve food targets. Four crows spontaneously combined elements to make functional tools, and did so conditionally on the position of food. One of them made 3- and 4-piece tools when required. In humans, individual innovation in compound tool construction is often claimed to be evolutionarily and mechanistically related to planning, complex task coordination, executive control, and even language. Our results are not accountable by direct reinforcement learning but corroborate that these crows possess highly flexible abilities that allow them to solve novel problems rapidly. The underlying cognitive processes however remain opaque for now. They probably include the species' typical propensity to use tools, their ability to judge affordances that make some objects usable as tools, and an ability to innovate perhaps through virtual, cognitive simulations.",,,,,,,,,29,1,0,0,17,0,35,,,2045-2322,,,,,,,,,,,"Univ Oxford, Dept Zool, Oxford, OX1 3PS, United Kingdom",,,,17/12/2018,ZOOREC:ZOOR15501002294,30356096
1,J,"St Clair, James J.H.; Klump, Barbara C.; Sugasawa, Shoko; Higgott, Caitlin G.; Colegrave, Nick; Rutz, Christian",,,,"Klump, Barbara/JFB-1860-2023; St Clair, James J H/H-4946-2011","Rutz, Christian/0000-0001-5187-7417; Higgott, Caitlin/0000-0002-0982-9945; Klump, Barbara/0000-0003-3919-452X; Sugasawa, Shoko/0000-0003-4452-1177; St Clair, James/0000-0003-2902-4391",,,,,Hook innovation boosts foraging efficiency in tool-using crows.,,,,,,,,Nature Ecology & Evolution,,,,2,3,,,441,444,,,,,,,,,,,Article,Mar-18,2018,"The New Caledonian crow is the only non-human animal known to craft hooked tools in the wild, but the ecological benefit of these relatively complex tools remains unknown. Here, we show that crows acquire food several times faster when using hooked rather than non-hooked tools, regardless of tool material, prey type and extraction context. This implies that small changes to tool shape can strongly affect energy-intake rates, highlighting a powerful driver for technological advancement.",,,,,,,,,28,1,0,0,18,0,29,,,2397-334X; 2397-334X,,,,,,,,,,,"Univ St Andrews, Sch Biol, St Andrews, Fife, United Kingdom",,,,27/08/2018,ZOOREC:ZOOR15409056327,29358606
1,J,"Klump, Barbara C.; Masuda, Bryce M.; St Clair, James J.H.; Rutz, Christian",,,,,"Rutz, Christian/0000-0001-5187-7417; St Clair, James/0000-0003-2902-4391; Klump, Barbara/0000-0003-3919-452X",,,,,Preliminary observations of tool-processing behaviour in Hawaiian crows Corvus hawaiiensis.,,,,,,,,Communicative & Integrative Biology,,,,11,4,,,e1509637,e1509637,,,,,,,,,,,Article,2018,2018,"Very few animal species habitually make and use foraging tools. We recently discovered that the Hawaiian crow is a highly skilled, natural tool user. Most captive adults in our experiment spontaneously used sticks to access out-of-reach food from a range of extraction tasks, exhibiting a surprising degree of dexterity. Moreover, many birds modified tools before or during deployment, and some even manufactured tools from raw materials. In this invited addendum article, we describe and discuss these observations in more detail. Our preliminary data, and comparisons with the better-studied New Caledonian crow, suggest that the Hawaiian crow has extensive tool-modification and manufacture abilities. To chart the full extent of the species' natural tool-making repertoire, we have started conducting dedicated experiments where subjects are given access to suitable raw materials for tool manufacture, but not ready-to-use tools.",,,,,,,,,6,0,1,0,4,0,6,,,,,,,,,,,,,,"Univ St Andrews, Sch Biol, St Andrews, Fife, United Kingdom",,,,22/01/2019,ZOOREC:ZOOR15502007496,30534343
1,J,"Danel, Samara; Osiurak, Francois; von Bayern, Auguste Marie Philippa",,,,"Osiurak, Francois/F-1400-2011","Osiurak, Francois/0000-0003-3449-6377; von Bayern, Auguste/0000-0002-0981-9456",,,,,"From the Age of 5 Humans Decide Economically, Whereas Crows Exhibit Individual Preferences.",,,,,,,,Scientific Reports,,,,7,,,,17043,17043,,,,,,,,,,,Article,Dec 6 2017,2017,"Human societies greatly depend on tools, which spare us considerable time and effort. Humans might have evolved a bias to employ tools, using them even when they are unnecessary. This study aimed to investigate whether adult humans and a distantly related habitually tool-using vertebrate species, the New Caledonian crow (Corvus moneduloides), use tools depending on their necessity. In addition, children aged 3 to 5 years were examined to investigate the developmental pattern. The task involved choosing between using a body part (i.e. crows: beak; humans: hand) or a tool for retrieving a reward from a box. All subjects were tested in two conditions. In the Body+/Tool-condition, using the body was more efficient than using the tool, and conversely in the Body-/Tool+condition. Our results suggest that the capacity to employ tools economically develops late in humans. Crows, however, failed to choose economically. At the individual level, some subjects exhibited striking individual preferences for either using a tool or their beak throughout the task. Whether such biases depend on individual experience or whether they are genetically determined remains to be investigated. Our findings provide new insights about tool use and its cognitive implementation in two outstanding tool-using taxa.",,,,,,,,,10,0,0,0,3,0,10,,,2045-2322,,,,,,,,,,,"Univ Lyon, Lab Study Cognit Mech, Bron, F-69676, France",,,,24/05/2018,ZOOREC:ZOOR15406032902,29213080
1,J,"Lambert, Megan L.; Schiestl, Martina; Schwing, Raoul; Taylor, Alex H.; Gajdon, Gyula K.; Slocombe, Katie E.; Seed, Amanda M.",,,,"Slocombe, Katie E/B-8788-2016; Taylor, Alex H/D-6428-2012; Taylor, Alex/HSF-3308-2023; Seed, Amanda/E-7285-2010","Slocombe, Katie E/0000-0002-7310-1887; Taylor, Alex/0000-0003-3492-7667; Lambert, Megan/0000-0003-3618-7260; Seed, Amanda/0000-0002-3867-3003; Schwing, Raoul/0000-0003-4663-8432",,,,,Function and flexibility of object exploration in kea and New Caledonian crows.,,,,,,,,Royal Society Open Science,,,,4,9,,,170652,170652,,,,,,,,,,,Article,Sep-17,2017,"A range of non-human animals frequently manipulate and explore objects in their environment, which may enable them to learn about physical properties and potentially form more abstract concepts of properties such as weight and rigidity. Whether animals can apply the information learned during their exploration to solve novel problems, however, and whether they actually change their exploratory behaviour to seek functional information about objects have not been fully explored. We allowed kea (Nestor notabilis) and New Caledonian crows (Corvus moneduloides) to explore sets of novel objects both before and after encountering a task in which some of the objects could function as tools. Following this, subjects were given test trials in which they could choose among the objects they had explored to solve a tool-use task. Several individuals from both species performed above chance on these test trials, and only did so after exploring the objects, compared with a control experiment with no prior exploration phase. These results suggest that selection of functional tools may be guided by information acquired during exploration. Neither kea nor crows changed the duration or quality of their exploration after learning that the objects had a functional relevance, suggesting that birds do not adjust their behaviour to explicitly seek this information.",,,,,,,,,17,1,0,0,14,0,19,,,2054-5703; 2054-5703,,,,,,,,,,,"Univ York, Dept Psychol, York, N Yorkshire, United Kingdom",,,,24/07/2018,ZOOREC:ZOOR15408046543,28989768
1,J,"Uomini, Natalie; Hunt, Gavin",,,,"Uomini, Natalie T./A-7904-2012",,,,,,A new tool-using bird to crow about.,,,,,,,,Learning & Behavior,,,,45,3,,,205,206,,,,,,,,,,,Article,Sep-17,2017,"The Hawaiian crow has been revealed as a skilled tool user, confirmed by testing the last members of this endangered species that survive in captivity. The finding suggests its behavior is tantalizingly similar to that of the famous tool-using New Caledonian crow and has implications for the evolution of tool use and intelligence in birds.",,,,,,,,,2,0,0,0,1,0,4,,,1543-4494,,,,,,,,,,,"Max Planck Inst Sci Human Hist, Kahla Str 10, Jena, D-07745, Germany",,,,01/03/2018,ZOOREC:ZOOR15403011469,28364366
0,J,"Auersperg, A.M.I.; Koeck, C.; Pledermann, A.; O'Hara, M.; Huber, L.",,,,"O'Hara, Mark/AAW-9716-2021","Auersperg, Alice/0000-0001-7405-9791",,,,,"Safekeeping of tools in Goffin's cockatoos, Cacatua goffiniana.",,,,,,,,Animal Behaviour,,,,128,,,,125,133,,,,,,,,,,,Article,Jun-17,2017,"Tool use in animals can be costly as foraging tools need to be actively searched for or manufactured. Consequently, some habitually tool-using species keep their tools safe and ' recycle' them for further use. We tested the Indonesian Goffin's cockatoo, a parrot with the capacity but no apparent adaptive specialization for tool use to investigate how tool safekeeping can arise innovatively. In this case, we further intended to test whether and how such safekeeping changes in different feeding contexts. We demonstrate that, in a set-up allowing for tool losses, the birds quickly started to keep their tools safe in between tool-using events. They used different individual strategies, suggesting that the behaviour was a product of innovation rather than inherited predispositions. The frequency of safekeeping improved over time indicating individual learning. Furthermore, the birds flexibly adjusted their performance depending on different contexts: paralleling previous results in the habitually tool-using New Caledonian crow, Corvus moneduloides, the cockatoos saved their tools more often when the foraging site was elevated and when the food item was easy rather than difficult to process. Furthermore, when feeding at heights, the birds tended to use a different safekeeping mode than when the foraging site was low. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",,,,,,,,,16,0,0,0,12,0,17,,,0003-3472; 1095-8282,,,,,,,,,,,"Univ Vienna, Med Univ Vienna, Vet Pl 1, Vienna, A-1210, Austria",,,,24/11/2017,ZOOREC:ZOOR15312077266,
1,J,"Matsui, Hiroshi; Izawa, Ei-Ichi",,,,,,,,,,Flexible motor adjustment of pecking with an artificially extended bill in crows but not in pigeons.,,,,,,,,Royal Society Open Science,,,,4,2,,,160796,160796,,,,,,,,,,,Article,Feb-17,2017,"The dextrous foraging skills of Primates, including humans, are underpinned by flexible vision-guided control of the arms/hands and even tools as body-part extensions. This capacity involves a visuomotor conversion process that transfers the locations of the hands/arms and a target in retinal coordinates into body coordinates to generate a reaching/grasping movement and to correct online. Similar capacities have evolved in birds, such as tool use in corvids and finches, which represents the flexible motor control of extended body parts. However, the flexibility of avian head-reaching and bill-grasping with body-part extensions remains poorly understood. This study comparatively investigated the flexibility of pecking with an artificially extended bill in crows and pigeons. Pecking performance and kinematics were examined when the bill extension was attached, and after its removal. The bill extension deteriorated pecking in pigeons in both performance and kinematics over 10 days. After the bill removal, pigeons started bill-grasping earlier, indicating motor adaptation to the bill extension. Contrastingly, pecking in crows was deteriorated transiently with the bill extension, but was recovered by adjusting pecking at closer distances, suggesting a quick adjustment to the bill extension. These results indicate flexible visuomotor control to extended body parts in crows but not in pigeons.",,,,,,,,,7,0,0,0,9,0,9,,,2054-5703; 2054-5703,,,,,,,,,,,"Keio Univ, Dept Psychol, Tokyo, Japan",,,,01/02/2017,ZOOREC:ZOOR15408046493,28386435
1,J,"Knaebe, Brenna; Taylor, Alex H.; Elliffe, Douglas M.; Gray, Russell D.",,,,"Elliffe, Douglas M/E-9046-2010; Taylor, Alex H/D-6428-2012; Taylor, Alex/HSF-3308-2023","Taylor, Alex/0000-0003-3492-7667; Knaebe, Brenna/0000-0002-5608-8297; Elliffe, Douglas/0000-0001-9449-9540",,,,,New Caledonian crows show behavioural flexibility when manufacturing their tools.,,,,,,,,Behaviour,,,,154,1,,,65,91,,,,,,,,,,,Article,2017,2017,"New Caledonian crows have demonstrated flexible behaviour when using tools and solving novel problems. However, we do not know whether this flexibility extends to tool manufacture. Here, we show that these crows respond to different tool-using problems by altering the length of the tools that they manufacture; on average, crows made shorter tools for tasks requiring short tools and longer tools for tasks requiring long tools. They continued to do so when they could not simultaneously see the tool-manufacturing material and the apparatus requiring the use of a tool. Despite altering the length of their tools, the crows frequently did not make tools short or long enough to reliably extract the bait, though this may have been due to shortcomings in the task presented to them. Our results demonstrate that these crows have a degree of behavioural flexibility when making tools, which may be used in the wild during foraging.",,,,,,,,,8,1,0,0,6,0,10,,,0005-7959,,,,,,,,,,,"Univ Auckland, Sch Psychol, Private Bag 92019, Auckland, New Zealand",,,,30/03/2017,ZOOREC:ZOOR15304024486,
1,J,"Neilands, P.D.; Jelbert, S.A.; Breen, A.J.; Schiestl, M.; Taylor, A.H.",,,,"Taylor, Alex/HSF-3308-2023; Taylor, Alex H/D-6428-2012","Taylor, Alex/0000-0003-3492-7667; Jelbert, Sarah/0000-0002-7503-0648; Breen, Alexis/0000-0002-2331-0920",,,,,How Insightful Is 'Insight'? New Caledonian Crows Do Not Attend to Object Weight during Spontaneous Stone Dropping.,,,,,,,,PLoS ONE,,,,11,12,,,e0167419,e0167419,,,,,,,,,,,Article,Dec 14 2016,2016,"It is highly difficult to pinpoint what is going through an animal's mind when it appears to solve a problem by 'insight'. Here, we searched for an information processing error during the emergence of seemingly insightful stone dropping in New Caledonian crows. We presented these birds with the platform apparatus, where a heavy object needs to be dropped down a tube and onto a platform in order to trigger the release of food. Our results show New Caledonian crows exhibit a weight inattention error: they do not attend to the weight of an object when innovating stone dropping. This suggests that these crows do not use an understanding of force when solving the platform task in a seemingly insightful manner. Our findings showcase the power of the signature-testing approach, where experiments search for information processing biases, errors and limits, in order to make strong inferences about the functioning of animal minds.",,,,,,,,,8,0,0,0,4,0,9,,,1932-6203,,,,,,,,,,,"Univ Auckland, Sch Psychol, Auckland, New Zealand",,,,29/06/2017,ZOOREC:ZOOR15307039684,27973610
1,J,"Jacobs, Ivo F.; von Bayern, Auguste; Osvath, Mathias",,,,"Jacobs, Ivo/I-3789-2019","Jacobs, Ivo/0000-0002-2182-7686; von Bayern, Auguste/0000-0002-0981-9456",,,,,A novel tool-use mode in animals: New Caledonian crows insert tools to transport objects.,,,,,,,,Animal Cognition,,,,19,6,,,1249,1252,,,,,,,,,,,Article,Nov-16,2016,"New Caledonian crows (Corvus moneduloides) rely heavily on a range of tools to extract prey. They manufacture novel tools, save tools for later use, and have morphological features that facilitate tool use. We report six observations, in two individuals, of a novel tool-use mode not previously reported in non-human animals. Insert-and-transport tool use involves inserting a stick into an object and then moving away, thereby transporting both object and tool. All transported objects were non-food objects. One subject used a stick to transport an object that was too large to be handled by beak, which suggests the tool facilitated object control. The function in the other cases is unclear but seems to be an expression of play or exploration. Further studies should investigate whether it is adaptive in the wild and to what extent crows can flexibly apply the behaviour in experimental settings when purposive transportation of objects is advantageous.",,,,,,,,,6,1,1,0,5,0,8,,,1435-9448; 1435-9456,,,,,,,,,,,"Univ Lund, Dept Cognit Sci, Helgonavagen 3, Lund, S-22100, Sweden",,,,26/01/2017,ZOOREC:ZOOR15302009112,27437926
