Include,Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
1,J,"Ellis, J.",,,,,,,,,,Further notes on orang utan tool use.,,,,,,,,Ratel,,,,4,02-Mar,,,21,21,,,,,,,,,,,Article,1977,1977,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,01/01/1977,ZOOREC:ZOOR11400047620,
1,B,"Tomasello, M.",,,,,,"Parker, S.T.; Gibson, K.R.",,,,Cultural transmission in the tool use and communicatory signaling of chimpanzees?,,,,,,,,'Language' and intelligence in monkeys and apes: comparative developmental perspectives.,,,,,,,,274,311,,,,10.1017/CBO9780511665486.012,,,,,,,Book chapter,1990,1990,,,,,,,,,,196,0,1,0,79,2,209,,,,,,,,,,,,,,,,,,01/01/1990,ZOOREC:ZOOR12800051452,
1,J,"Nakamichi, Masayuki",,,,,,,,,,Stick throwing by gorillas (Gorilla gorilla gorilla) at the San Diego Wild Animal Park.,,,,,,,,Folia Primatologica,,,,69,5,,,291,295,,,,10.1159/000021641,,,,,,,Article,September-October 1998,1998,,,,,,,,,,11,0,0,0,8,0,12,,,0015-5713,,,,,,,,,,,"Laboratory of Ethological Studies, Faculty of Human Sciences, Osaka University, Suita, Osaka 565, Japan",,,,01/09/1998,ZOOREC:ZOOR13500036152,9751834
1,J,"Call, J.; Tomasello, M.",,,,,"Call Balaguer, Josep/0000-0002-8597-8336",,,,,The social learning of tool use by orangutans (Pongo pygmaeus).,,,,,,,,Human Evolution,,,,9,4,,,297,313,,,,10.1007/BF02435516,,,,,,,Article,October-December 1994,1994,,,,,,,,,,53,1,0,0,27,0,67,,,0393-9375,,,,,,,,,,,,,,,01/10/1994,ZOOREC:ZOOR13200016458,
1,J,"O'Malley, Robert C.; McGrew, W.C.",,,,,,,,,,Oral tool use by captive orangutans (Pongo pygmaeus).,,,,,,,,Folia Primatologica,,,,71,5,,,334,341,,,,10.1159/000021756,,,,,,,Article,September-October 2000,2000,"Eight captive orangutans (Pongo pygmaeus) were given wooden blocks embedded with raisins and bamboo as raw material for tool making in a study of manual laterality. In about three quarters of the raisin extraction bouts, the orangutans held the tool in the lips or teeth rather than in their hands. Three adult males and 2 adult females showed extreme ([gtoreq] 92%) preference for oral tool use, a subadult male and an adult female used oral tools about half the time, and 1 adult female preferred manual tool use. Most oral tool users made short tools (approx. 4-10 cm long) that were held in the lips and (probably) supported by the tongue. Preference for oral tool use does not correlate with body weight, age or sex, but it may be related to hand size or individual preference. This is the first report of customary oral tool use as the norm in captive orangutans; it resembles the behavioral patterns reported by van Schaik et al. and Fox et al. in nature.",,,,,,,,,21,0,0,0,13,0,23,,,0015-5713,,,,,,,,,,,"Department of Anthropology, University of Alberta, 13-15 Tory Building, Edmonton, Alberta, 26G 2H4, Canada",,,,01/09/2000,ZOOREC:ZOOR13700008915,11093037
1,B,"Yamakoshi, Gen","Matsuzawa, T.",,,,,,,,,Ecology of tool use in wild chimpanzees: toward reconstruction of early hominid evolution.,,,,,,,,Primate origins of human cognition and behavior.,,,,,,,,537,556,,,,,,,,,,,Book chapter,2001,2001,,,,,,,,,,36,0,0,0,22,0,39,,,,,4-431-70290-3,,,,,,,,,"Center for African Area Studies, Kyoto Universitiy, 46 Yoshida Shimoadachi-cho, Sakyo-ku, Kyoto 606-8501, Japan",,,,01/01/2001,ZOOREC:ZOOR13800013422,
1,J,"McGrew, W.C.",,,,,,,,,,Behavioral diversity in populations of free-ranging chimpanzees in Africa: is it culture?,,,,,,,,Human Evolution,,,,13,03-Apr,,,209,220,,,,10.1007/BF02436505,,,,,,,Article,July-December 1998,1998,,,,,,,,,,7,0,0,0,1,0,7,,,0393-9375,,,,,,,,,,,"Departments of Sociology, Gerontology, & Anthropology and of Zoology, Miami University, Oxford, OH 45056, USA",,,,01/07/1998,ZOOREC:ZOOR13600009954,
1,B,"Matsuzawa, Tetsuro","Wrangham, Richard W.; McGrew, W.C.; de Waal, Frans B.M.; Heltne, Paul G.",,,,,,,,,Field experiments on use of stone tools by chimpanzees in the wild.,,,,,,,,Chimpanzee cultures.,,,,,,,,351,370,,,,,,,,,,,Book chapter,1994,1994,,,,,,,,,,197,0,0,0,115,1,207,,,,,674116623,,,,,,,,,,,,,01/01/1994,ZOOREC:ZOOR13100056265,
1,J,"Pruetz, Jill D.; Bertolani, Paco",,,,"Pruetz, Jill/A-7202-2009","Pruetz, Jill/0000-0002-9151-8571",,,,,"Savanna chimpanzees, Pan troglodytes verus, hunt with tools.",,,,,,,,Current Biology,,,,17,5,,,412,417,,,,10.1016/j.cub.2006.12.042,,,,,,,Article,March 6 2007,2007,"Although tool use is known to occur in species ranging from naked mole rats (1) to owls (2), chimpanzees are the most accomplished tool users (3-5). The modification and use of tools during hunting, however, is still considered to be a uniquely human trait among Primates. Here, we report the first account of habitual tool use during vertebrate hunting by nonhumans. At the Fongoli site in Senegal, we observed ten different chimpanzees use tools to hunt prosimian prey in 22 bouts. This includes immature chimpanzees and females, members of age-sex classes not normally characterized by extensive hunting behavior. Chimpanzees made 26 different tools, and we were able to recover and analyze 12 of these. Tool construction entailed up to five steps, including trimming the tool tip to a point. Tools were used in the manner of a spear, rather than a probe or rousing tool. This new information on chimpanzee tool use has important implications for the evolution of tool use and construction for hunting in the earliest hominids, especially given our observations that females and immature chimpanzees exhibited this behavior more frequently than adult males.",,,,,,,,,269,1,2,0,173,3,316,,,0960-9822,,,,,,,,,,,"Department of Anthropology, Iowa State University, Ames, Iowa 50010, USA",,,,06/03/2007,ZOOREC:ZOOR14308050787,17320393
1,J,"Jordan, C.",,,,,,,,,,Object manipulation and tool-use in captive pygmy chimpanzees (Pan paniscus).,,,,,,,,Journal of Human Evolution,,,,11,1,,,35,39,,,,10.1016/S0047-2484(82)80029-8,,,,,,,Article,1982,1982,,,,,,,,,,14,0,0,0,3,0,18,,,0047-2484,,,,,,,,,,,,,,,01/01/1982,ZOOREC:ZOOR11900055273,
1,B,"Russon, Anne E.","Parker, Sue Taylor; Mitchell, Robert W.; Miles, H. Lyn",,,,,,,,,Orangutans' imitation of tool use: a cognitive interpretation.,,,,,,,,The mentalities of gorillas and orangutans: comparative perspectives.,,,,,,,,117,146,,,,10.1017/CBO9780511542305.006,,,,,,,Book chapter,1999,1999,,,,,,,,,,12,0,0,0,5,0,15,,,,,0-521-58027-7,,,,,,,,,"Department of Psychology, Glendon College, York University, Toronto, Ontario, M4N 3M6, Canada",,,,01/01/1999,ZOOREC:ZOOR13800012919,
1,J,"Meulman, Ellen J.M.; Sanz, Crickette M.; Visalberghi, Elisabetta; van Schaik, Carel P.",,,,,"Visalberghi, Elisabetta/0000-0001-7407-5468",,,,,The Role of Terrestriality in Promoting Primate Technology.,,,,,,,,Evolutionary Anthropology,,,,21,2,,,58,68,,,,,,,,,,,Article,Mar-12,2012,"Complex technology has often been considered a hallmark of human evolution. However, recent findings show that wild monkeys are also capable of habitual tool use. Here we suggest that terrestriality may have been of crucial importance for the innovation, acquisition, and maintenance of complex technological skills in Primates. Here we define complex technological skills as tool-use variants that include at least two tool elements (for example, hammer and anvil), flexibility in manufacture or use (that is, tool properties are adjusted to the task at hand), and that skills are acquired in part by social learning. Four lines of evidence provide support for the terrestriality effect. First, the only monkey populations exhibiting habitual tool use seem to be particularly terrestrial. Second, semi-terrestrial chimpanzees have more complex tool variants in their repertoire than does their arboreal Asian relative, the orangutan. Third, tool variants of chimpanzees used in a terrestrial setting tend to be more complex than those used exclusively in arboreal contexts. Fourth, the higher frequency in tool use among captive versus wild Primates of the same species may be attributed in part to a terrestriality effect. We conclude that whereas extractive foraging, intelligence, and social tolerance are necessary for the emergence of habitual tool use, terrestriality seems to be crucial for acquiring and maintaining complex tool variants, particularly expressions of cumulative technology, within a population. Hence, comparative evidence among Primates supports the hypothesis that the terrestriality premium may have been a major pacemaker of hominin technological evolution.",,,,,,,,,54,0,0,0,45,1,57,,,1060-1538,,,,,,,,,,,"Univ Zurich, AIM, Zurich, CH-8006, Switzerland",,,,28/06/2012,ZOOREC:ZOOR14807047706,22499440
1,J,"Lethmate, J.",,,,,,,,,,Tool-using skills of orang-utans.,,,,,,,,Journal of Human Evolution,,,,11,1,,,49,64,,,,10.1016/S0047-2484(82)80031-6,,,,,,,Article,1982,1982,,,,,,,,,,48,0,1,0,12,0,50,,,0047-2484,,,,,,,,,,,,,,,01/01/1982,ZOOREC:ZOOR11900055274,
1,J,"Prieur, Jacques; Pika, Simone",,,,"Prieur, Jacques/AAK-6688-2021",,,,,,Gorillas' (Gorilla g. gorilla) knowledge of conspecifics' affordances: intraspecific social tool use for food acquisition.,,,,,,,,Primates,,,,61,4,,,583,591,,,,,,,,,,,Article,Jul-20,2020,"The use of tools, long thought to be uniquely human, has now been observed in other animal taxa including several species of birds, non-primate mammals as well as some non-human primate species. Chimpanzees, one of humankind's closest living relatives, exceed all other non-human animal species as they have been reported to use an exceptionally large toolkit. However, relatively little is known about the tool-use skills of the other great ape species. While the majority of tools described are inanimate objects, the use of social tools has received relatively little attention. Here we provide the first evidence of naturally occurring spontaneous exploitative behaviour of a conspecific as a social tool for food acquisition in non-human animals. We observed gorillas in captivity utilising a conspecific as a ladder to gain access to unreachable food. We discuss our findings in the light of other studies on social tool use and suggest the need for more nuanced interpretations of gorillas' cognitive skills.",,,,,,,,,2,0,0,0,1,0,2,,,0032-8332,,,,,,,,,,,"Freie Univ Berlin, Dept Educ & Psychol Comparat Dev Psychol, Habelschwerdter Allee 45, Berlin, D-14195, Germany",,,,03/08/2020,ZOOREC:ZOOR15608062271,32166437
1,J,"van Hooff, Jan A.R.A.M.; Lukkenaar, Bas",,,,,,,,,,Captive chimpanzee takes down a drone: tool use toward a flying object.,,,,,,,,Primates,,,,56,4,,,289,292,,,,,,,,,,,Article,Oct-15,2015,"On 10 April 2015, a Dutch TV crew was filming at the Royal Burgers Zoo in Arnhem, The Netherlands. It was the intention to film the chimpanzees in the enclosure from close-by and from above with the means of a drone. When the drone came a bit closer to the chimpanzees, a female individual made two sweeps with a branch that she held in one hand. The second one was successful and downed the drone. The use of the stick in this context was a unique action. It seemed deliberate given the decision to collect it and carry it to a place where the drone might be attacked. This episode adds to the indications that chimpanzees engage in forward planning of tool-use acts.",,,,,,,,,4,0,0,0,3,0,5,,,0032-8332,,,,,,,,,,,"Royal Burgers Zoo, Antoon van Hooffpl 1, Arnhem, NL-6816 SH, Netherlands",,,,07/01/2016,ZOOREC:ZOOR15201001584,26335688
1,B,"Hopkins, William D.",,,,,,"Platt, Michael L.; Ghazanfar, Asif A.",,,,The comparative neuropsychology of tool use in primates with specific references to chimpanzees and capuchin monkeys.,,,,,,,,Primate neuroethology.,,,,,,,,587,614,,,,,,,,,,,Book chapter,2010,2010,,,,,,,,,,1,0,0,0,1,0,1,,,,,978-0-19-532659-8,,,,,,,,,"Department of Psychology, Agnes Scott College, Decatur, GA, USA",,,,01/01/2010,ZOOREC:ZOOR14710073881,
1,B,"Matsuzawa, Tetsuro",,,,"Matsuzawa, Tetsuro/ABE-9654-2021","Matsuzawa, Tetsuro/0000-0002-8147-2725","Matsuzawa, Tetsuro; Humle, Tatyana; Sugiyama, Yukimara",,,,Stone tools for nut-cracking.,,,,,,,,The chimpanzees of Bossou and Nimba. [Primatology monographs.],,,,,,,,73,83,,,,,,,,,,,Book chapter,2011,2011,,,,,,,,,,11,0,0,0,6,0,12,,,,,978-4-431-53920-9,,,,,,,,,"Primate Research Institute, Kyoto University, 41-2 Kanrin, Inuyama, Aichi 484-8506, Japan",,,,01/01/2011,ZOOREC:ZOOR14711080888,
1,B,"McGrew, W.C.","Wrangham, Richard W.; McGrew, W.C.; de Waal, Frans B.M.; Heltne, Paul G.",,,,,,,,,Tools compared.,,,,,,,,Chimpanzee cultures.,,,,,,,,25,39,,,,,,,,,,,Book chapter,1994,1994,,,,,,,,,,24,0,0,0,6,1,25,,,,,674116623,,,,,,,,,,,,,01/01/1994,ZOOREC:ZOOR13100056246,
1,J,"Hirata, Satoshi; Myowa, Masako; Matsuzawa, Tetsuro",,,,"Myowa, Masako/E-8965-2010",,,,,,Use of leaves as cushions to sit on wet ground by wild chimpanzees.,,,,,,,,American Journal of Primatology,,,,44,3,,,215,220,,,,10.1002/(SICI)1098-2345(1998)44:3<215::AID-AJP4>3.0.CO;2-Z,,,,,,,Article,1998,1998,"A new type of tool use, leaf cushion, by wild chimpanzees (Pan troglodytes verus) at Bossou, Guinea, was found. We report two cases: one is indirect evidence; the other is direct observation of a chimpanzee who used the tool. Both cases indicate that chimpanzees used a set of leaves as a cushion while sitting on wet ground. Chimpanzees at Bossou show various kinds of tool use, some of which are unique to the community. Most of these behavioral patterns are subsistence tool use for obtaining food, as at other study sites. The use of leaves as a cushion adds to the few instances of nonsubsistence, elementary technology seen used by wild chimpanzees.",,,,,,,,,22,0,0,0,13,0,24,,,0275-2565,,,,,,,,,,,"Primate Research Institute, Kyoto University, Inuyama, Aichi, 484-8506, Japan",,,,01/01/1998,ZOOREC:ZOOR13400064545,9519241
1,J,"Van Schaik, Carel P.; Knott, Cheryl D.",,,,,,,,,,Geographic variation in tool use on Neesia fruits in orangutans.,,,,,,,,American Journal of Physical Anthropology,,,,114,4,,,331,342,,,,10.1002/ajpa.1045,,,,,,,Article,Apr-01,2001,"Geographic variation in the presence of skilled behavior may reflect geographic variation in genetic predispositions or ecological conditions (accompanied by reliable expression during development), or it may reflect the vagaries of invention and the appropriate social conditions for persistence. In this study, we compare the feeding techniques and tool-using skills used by orangutans to extract the nutritious seeds from Neesia fruits between Suaq Balimbing on Sumatra and Gunung Palung on Borneo, and map the distribution of Neesia tool use in Sumatran swamps. We show that neither genetics nor ecology is sufficient to explain the distribution of this tool use, confirming earlier findings on chimpanzees. We conclude that the ability to learn to use tools determines the geographic distribution. It is impossible to distinguish between the history of invention and the conditions for social transmission as the causal factors, but the high density and the social tolerance at Suaq Balimbing create propitious conditions for the maintenance of the skill as a tradition once it has been invented. High orangutan densities in the other Sumatran coastal swamps with Neesia tool use support the conclusion that suitable transmission conditions are the critical factor to explain the geographic distribution of skills such as feeding tool use.",,,,,,,,,88,0,0,0,63,0,100,,,0002-9483,,,,,,,,,,,"Department of Biological Anthropology and Anatomy, Duke University, Science Dr., 08 Biological Sciences Bldg., Box 90383, Durham, NC, 27708-0383, USA",,,,01/04/2001,ZOOREC:ZOOR13700033074,11275962
1,B,"Hirata, Satoshi; Hayashi, Misato",,,,,"Hirata, Satoshi/0000-0002-1026-6270","Matsuzawa, Tetsuro; Humle, Tatyana; Sugiyama, Yukimara",,,,The emergence of stone-tool use in captive chimpanzees.,,,,,,,,The chimpanzees of Bossou and Nimba. [Primatology monographs.],,,,,,,,183,190,,,,,,,,,,,Book chapter,2011,2011,,,,,,,,,,4,0,0,0,3,0,4,,,,,978-4-431-53920-9,,,,,,,,,"Great Ape Research Institute, Hayashibara Biochemical Laboratories Inc., 952-2 Nu, Tamano, 706-0316, Okayama, Japan",,,,03/11/2011,ZOOREC:ZOOR14711080919,
1,J,"van Schaik, Carel P.; Fox, ElizaBeth A.; Fechtman, Lorri T.",,,,,,,,,,Individual variation in the rate of use of tree-hole tools among wild orang-utans: Implications for hominin evolution.,,,,,,,,Journal of Human Evolution,,,,44,1,,,11,23,,,,10.1016/S0047-2484(02)00164-1,,,,,,,Article,Jan-03,2003,"Primate tool use varies among species, populations, and individuals. Individual variation is especially poorly understood. Orang-utans in the Sumatran swamp forest of Suaq Balimbing varied widely in rates of tool use to extract honey, ants or termites from tree holes and in the degree to which they specialized on this tree-hole tool use. We tested whether individual variation was best explained by effects of social dominance, habitat differences, or by opportunities for socially learning the skills during ontogeny. There was no evidence for the first two hypotheses. However, we found a strong relationship between tool use specialization and mean female party size, which was used as a proxy for the opportunities for socially mediated learning in a foraging context during their development. This use was justified because females are rather philopatric and their mean party size remained stable over time, thus reflecting long-term tendencies. The correlation was not an artifact of a direct effect of party size on tool use tendencies, and did not hold for males, the dispersing sex. Thus, variation in the number of opportunities for social learning explains tool use variation within populations, corroborating hypotheses for between-population variation. The emergence of human culture was accompanied by vastly improved mechanisms of social learning. In order for these improvements to be favored by natural selection, the cultural potential must have actually been expressed. Thus, a combination of strong sociability and a reliance on tool-using or other technical skills acquired through social learning must have characterized early hominins.",,,,,,,,,54,0,1,0,42,0,61,,,0047-2484,,,,,,,,,,,"Department of Biological Anthropology and Anatomy, Duke University, Box 90383, Durham, NC, 27708-0383, USA",,,,01/01/2003,ZOOREC:ZOOR13900029503,12604301
1,J,"Schweinfurth, Manon K.; DeTroy, Sarah E.; van Leeuwen, Edwin J.C.; Call, Josep; Haun, Daniel B.M.",,,,"Haun, Daniel BM/E-7791-2011; Schweinfurth, Manon/K-5689-2018","Schweinfurth, Manon/0000-0003-2066-7892; Call Balaguer, Josep/0000-0002-8597-8336; DeTroy, Sarah/0000-0002-2894-7787",,,,,Spontaneous Social Tool Use in Chimpanzees (Pan troglodytes).,,,,,,,,Journal of Comparative Psychology,,,,132,4,,,455,463,,,,,,,,,,,Article,Nov-18,2018,"Although there is good evidence that social animals show elaborate cognitive skills to deal with others, there are few reports of animals physically using social agents and their respective responses as means to an end-social tool use. In this case study, we investigated spontaneous and repeated social tool use behavior in chimpanzees (Pan troglodytes). We presented a group of chimpanzees with an apparatus, in which pushing two buttons would release juice from a distantly located fountain. Consequently, any one individual could only either push the buttons or drink from the fountain but never push and drink simultaneously. In this scenario, an adult male attempted to retrieve three other individuals and push them toward the buttons that, if pressed, released juice from the fountain. With this strategy, the social tool user increased his juice intake 10-fold. Interestingly, the strategy was stable over time, which was possibly enabled by playing with the social tools. With over 100 instances, we provide the biggest data set on social tool use recorded among nonhuman animals so far. The repeated use of other individuals as social tools may represent a complex social skill linked to Machiavellian intelligence.",,,,,,,,,8,0,0,0,5,0,8,,,0735-7036,,,,,,,,,,,"Univ St Andrews, Sch Psychol & Neurosci, Westburn Lane, St Andrews, Fife, KY16 9JP, United Kingdom",,,,22/01/2019,ZOOREC:ZOOR15502007238,30451529
