Include,Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
1,J,"Fruth, Barbara; Hohmann, Gottfried",,,,,,,,,,Nests: living artefacts of recent apes?,,,,,,,,Current Anthropology,,,,35,3,,,310,311,,,,10.1086/204281,,,,,,,Article,Jun-94,1994,,,,,,,,,,20,0,0,0,8,0,24,,,0011-3204,,,,,,,,,,,,,,,01/06/1994,ZOOREC:ZOOR13200006233,
1,J,"Prasetyo, Didik; Utami, Sri Suci; Suprijatna, Jatna",,,,,,,,,,Nest Stuctures in Bornean Orangutan.,,,,,,,,Jurnal Biologi Indonesia,,,,8,2,,,217,227,,,,,,,,,,,Article,2012,2012,"Nest-building techniques processes related parties in choosing the trees, the basic building structure, making layers, and adding nest locking system with accessories. There are Lacks of data about the pattern of the orangutan nest and only van Schaik (1995) described four Variations of nest structure. By Following 22 orangutans with instantaneous focal animal method, 19 vertical nest structures are found, and horizontally variations orangutan nest forming butterfly pattern. Tree species are Elaocarpus mastersii that mostly used by Orangutan to build nest with type of branch direction and height of first branch as the Reasons. Nest was built in 5-9 meters height and they were seldom to rebuilt or reuse old nest. They seldom to develop their nest in the last fruit trees to avoid nightpredators.",,,,,,,,,2,0,0,0,2,0,3,,,0854-4425,,,,,,,,,,,"Univ Indonesia, Fak MIPA, Depok, Indonesia",,,,01/01/2012,ZOOREC:ZOOR15412081800,
1,J,"Koops, Kathelijne; McGrew, William C.; Matsuzawa, Tetsuro; Knapp, Leslie A.",,,,"Matsuzawa, Tetsuro/ABE-9654-2021","Matsuzawa, Tetsuro/0000-0002-8147-2725",,,,,Terrestrial nest-building by wild chimpanzees (Pan troglodytes): Implications for the tree-to-ground sleep transition in early hominins.,,,,,,,,American Journal of Physical Anthropology,,,,148,3,,,351,361,,,,,,,,,,,Article,Jul-12,2012,"Nest-building is a great ape universal and arboreal nesting in chimpanzees and bonobos suggests that the common ancestor of Pan and Homo also nested in trees. It has been proposed that arboreal nest-building remained the prevailing pattern until Homo erectus, a fully terrestrial biped, emerged. We investigated the unusual occurrence of ground-nesting in chimpanzees (Pan troglodytes), which may inform on factors influencing the tree-to-ground sleep transition in the hominin lineage. We used a novel genetic approach to examine ground-nesting in unhabituated chimpanzees at Seringbara in the Nimba Mountains, Guinea. Previous research showed that ground-nesting at Seringbara was not ecologically determined. Here, we tested a possible mate-guarding function of ground-nesting by analyzing DNA from shed hairs collected from ground nests and tree nests found in close proximity. We examined whether or not ground-nesting was a group-level behavioral pattern and whether or not it occurred in more than one community. We used multiple genetic markers to identify sex and to examine variation in mitochondrial DNA control region (HV1, HV2) sequences. Ground-nesting was a male-biased behavior and males constructed more elaborate (night) nests than simple (day) nests on the ground. The mate-guarding hypothesis was not supported, as ground and associated tree nests were built either by maternally-related males or possibly by the same individuals. Ground-nesting was widespread and likely habitual in two communities. We suggest that terrestrial nest-building may have already occurred in arboreally-adapted early hominins before the emergence of H. erectus. Am J Phys Anthropol 148:351361, 2012. [copyright] 2012 Wiley Periodicals, Inc.",,,,,,,,,35,0,0,0,29,0,45,,,0002-9483; 1096-8644,,,,,,,,,,,"Department of Archaeology and Anthropology, Division of Biological Anthropology, University of Cambridge, Cambridge CB2 1QH, United Kingdom",,,,23/08/2012,ZOOREC:ZOOR14809063509,22460549
1,J,"Etiendem, Denis Ndeloh",,,,,,,,,,Tree Nesting in Mawambi Hills Gorillas.,,,,,,,,Gorilla Journal,,,,46,,,,10,13,,,,,,,,,,,Article,Jun-13,2013,,,,,,,,,,1,0,0,0,1,0,1,,,,,,,,,,,,,,"Vrije Univ Brussel, Brussels, Belgium",,,,01/06/2013,ZOOREC:ZOOR14910049311,
1,J,"Tutin, Caroline E.G.; Parnell, Richard J.; White, Lee J.T.; Fernandez, Michel",,,,,,,,,,"Nest building by lowland gorillas in the Lope Reserve, Gabon: environmental influences and implications for censusing.",,,,,,,,International Journal of Primatology,,,,16,1,,,53,76,,,,10.1007/BF02700153,,,,,,,Article,Feb-95,1995,,,,,,,,,,131,0,0,0,76,0,140,,,0164-0291,,,,,,,,,,,,,,,01/02/1995,ZOOREC:ZOOR13200035722,
1,J,"Stewart, Fiona A.; Pruetz, Jill D.; Hansell, Mike H.",,,,"Pruetz, Jill/A-7202-2009","Stewart, Fiona A./0000-0002-4929-4711; Pruetz, Jill/0000-0002-9151-8571",,,,,Do chimpanzees build comfortable nests?,,,,,,,,American Journal of Primatology,,,,69,8,,,930,939,,,,10.1002/ajp.20432,,,,,,,Article,Aug-07,2007,"Nests built by wild chimpanzees (Pan troglodytes verus) were studied at the Fongoli research site in southeastern Senegal from January 2004-May 2004 to investigate the role of comfort in nest building behavior by relating measures of nest comfort and building effort. Nest comfort across zones of the nest surface were compared with construction effort for 25 nests. Several variables of nest comfort were assessed: (1) physical discomfort, (2) visible discomfort, and (3) softness. Physical discomfort was used as a representative measure of nest discomfort. Building effort was measured by (1) construction force, (2) complexity, and (3) added material. Spearman rank correlations compared Effort and Comfort measures for both whole nests and central versus edge zones. The results show that construction force and complexity do not influence comfort of the nest as a whole. Greater Construction force correlates with more nest edge discomfort, yet the central area shows no difference. More complex nests do result in a more comfortable central area in the nest. Nests built with greater force may result in more discomfort, whereas complexity may allow chimpanzees to maintain comfort in a central area for sleep. Chimpanzees may place additional leaves or twigs over hard branches, protruding from the nest surface after construction, to increase comfort of the central nest area. Functions of chimpanzee nest building are likely to be several, but these results suggest comfort is a factor in nest building behavior",,,,,,,,,56,0,0,0,52,0,69,,,0275-2565,,,,,,,,,,,"Corpus Christi College, Trumpington Street, Cambridge, CB2 1RH, United Kingdom",,,,01/08/2007,ZOOREC:ZOOR14504026138,17358021
1,J,"Kuze, Noko; Kawabata, Hiroto; Yamazaki, Saika; Kanamori, Tomoko; Malim, Titol Peter; Bernard, Henry",,,,,,,,,,A wild Borneo orangutan carries large numbers of branches on the neck for feeding and nest building in the Danum Valley Conservation Area.,,,,,,,,Primate Research,,,,27,1,,,21,26,,,,,,,,,,,Article,2011,2011,,,,,,,,,,4,0,0,0,3,0,5,,,0912-4047,,,,,,,,,,,"Wildlife Research Center, Kyoto University, Kyoto, Japan",,,,22/12/2011,ZOOREC:ZOOR14801003871,
1,B,,,,,,,"Bernstein, I. S.Bourne, G. H.",,,,A comparison of nesting patterns among the three great apes.,,,,,,,,"The chimpanzee. Vol. 1-anatomy, behavior and diseases of chimpanzees.",,,,,,,,393,402,,,,,,,,,,,Book chapter,1969,1969,,,,,,,,,,4,0,0,0,1,0,6,,,,,,,,,,,,,,,,,,01/01/1969,ZOOREC:ZOOR10600020963,
1,J,"Ndiaye, Papa Ibnou; Badji, Landing; Lindshield, Stacy Marie; Pruetz, Jill D.",,,,,"Lindshield, Stacy/0000-0002-4507-1502",,,,,"Nest-Building Behaviour by Chimpanzees (Pan troglodytes verus) in the Non-Protected Area of Diaguiri (Kedougou, Senegal): Implications for Conservation.",,,,,,,,Folia Primatologica,,,,89,5,,,316,326,,,,,,,,,,,Article,2018,2018,"Diaguiri is a non-protected area situated in south-eastern Senegal. Chimpanzees (Pan troglodytes verus) have been living here since 1999 but information on the characteristics of their nest sites have been lacking until now. Furthermore, we implemented nest survey methods recently standardised to arid landscapes during a national chimpanzee survey. Variations in nest decay rates are poorly understood in savanna-woodland mosaic habitats. This study aims to describe in Diaguiri: (1) the distribution of chimpanzee nests and the location of their core sleeping area, (2) the tree species used for nest building, (3) the association between nests and nesting tree heights, and (4) differences in nest decay rates between habitats. We surveyed 43 km of chimpanzee nesting habitats and recorded 871 nests in gallery forest and woodland habitats between March 2015 and June 2016. Diaguiri chimpanzees used at least 17 tree species for nest building, and 58.8% of nests were in only 3 tree species: Pterocarpus erinaceus, Anogeissus leiocarpus and Diospyros mespiliformis. Nest decay rate was faster in gallery forests than in woodlands. These data are of great value for understanding habitat use by a Critically Endangered subspecies of savanna chimpanzee, for population density estimates of the species and for conservation programmes in this region and in savanna biomes.",,,,,,,,,12,0,0,0,4,0,12,,,0015-5713,,,,,,,,,,,"Univ Cheikh Anta Diop Dakar, Fac Sci & Tech, Dakar, Senegal",,,,22/01/2019,ZOOREC:ZOOR15502010123,30089293
1,J,"Schuppli, Caroline; Meulman, Ellen J.M.; Forss, Sofia I.F.; Aprilinayati, Fikty; van Noordwijk, Maria A.; van Schaik, Carel P.",,,,,"Schuppli, Caroline/0000-0001-6318-2815; Forss, Sofia/0000-0002-6551-1907",,,,,Observational social learning and socially induced practice of routine skills in immature wild orang-utans.,,,,,,,,Animal Behaviour,,,,119,,,,87,98,,,,,,,,,,,Article,Sep-16,2016,"Experiments have shown that captive great apes are capable of observational learning, and patterns of cultural variation between populations suggest that they use this capacity in the wild. So far, the contexts and extent of observational forms of social learning in the wild remain unclear. Social learning is expected to be most pronounced during the skill acquisition of immature individuals. We therefore examined peering (attentive close range watching) by immatures in two populations of wild orangutans, Pongo spp. We found, first, that peering was most frequent in contexts in which learning is expected, namely feeding and nest building. Second, peering in the feeding context was significantly positively correlated with complexity of food processing and negatively with an item's frequency in the mother's diet. Food peering was also followed by significantly increased rates of exploratory behaviours targeting the same food items, indicating that it leads to selective practice. Food peering also decreased with age and increasing feeding competence of the immatures. Third, the age of peak peering in the nesting context coincided with the onset of nest practice behaviour, and peering events were followed by significantly increased rates of this behaviour. Fourth, the proportion of peering directed at other individuals rather than the mother increased with age. These findings are consistent with the prediction that immature orang-utans learn by observing others in a variety of contexts and that peering is followed by selective practice of the observed behaviour. We conclude that observational social learning in combination with socially induced practice over a period of several years is a critical component of the acquisition of learned subsistence skills in orang-utans. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",,,,,,,,,70,1,0,0,53,0,79,,,0003-3472; 1095-8282,,,,,,,,,,,"Univ Zurich, Anthropol Inst & Museum, Winterthurerstr 190, Zurich, CH-8057, Switzerland",,,,24/11/2016,ZOOREC:ZOOR15212078679,
1,J,"Meder, A.",,,,,,,,,,Sex differences in the behaviour of immature captive lowland gorillas.,,,,,,,,Primates,,,,31,1,,,51,63,,,,10.1007/BF02381029,,,,,,,Article,1990,1990,"Studies of the behaviour of 26 (12 males and 14 females) captive infant and juvenile lowland gorillas showed clear sex differences. Females showed greater interest in young infants and were more active in nest building as well as in solitary and social grooming. Males were more active in locomotive, dominance, and aggressive behaviour and in social play. Hand-rearing further increased aggression. Males were more aggressive when they lived with only one partner, and they rose in rank even above older females, a pattern that has not been observed in naturally reared gorillas.",,,,,,,,,16,3,0,0,12,0,21,,,0032-8332,,,,,,,,,,,,,,,01/01/1990,ZOOREC:ZOOR12700017439,
1,B,"de la Maza Kaufmann, Marta Sainz; Gonzalez-Kirchner, Juan Pedro",Anonymous,,,,,,,,,"Comportamiento nidificador de gorila (Gorilla gorilla gorilla) y chimpance (Pan troglodytes troglodytes) en Rio Muni, Guinea Ecuatorial.",,,,,,,,3er Congreso Nacional de Etologia 24/27 Septiembre 1990.,,,,,,,,335,344,,,,,,,,,,,Book chapter,1990,1990,,,,,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,01/01/1990,ZOOREC:ZOOR13000051744,
1,J,"Basalamah, Fitriah; Atmoko, Sri Suci Utami; Perwitasari-Farajallah, Dyah; Qayim, Ibnul; Sihite, Jamartin; Van Noordwijk, Maria; Willems, Erik; Van Schaik, Carel P.",,,,,,,,,,"Monitoring orangutan reintroduction: Results of activity budgets, diets, vertical use and associations during the first year post-release in Kehje Sewen Forest, East Kalimantan, Indonesia.",,,,,,,,Biodiversitas,,,,19,2,,,689,700,,,,,,,,,,,Article,Mar-18,2018,"Pongo pygmaeus morio, a subspecies of orangutan founded east Kalimantan is steadily declining and classified as endangered. A reintroduction program was recently established. We monitored the reintroduced individuals during their first year post-release at Kehje Sewen Forest in East Kalimantan to document the adjustment to their new habitat. Here, we present a report on the activity patterns, food choice, travel height, nest-building abilities and associations of six individuals ranging between eight and thirteen years old. Our results show that all individuals survived their first year. They spent most of their time feeding and had a largely frugivorous diet, similar to wild orangutans. However, although they were able to build nests, they reused or rebuilt old nests more often than expected. They also spent 16% of their total activity time on the ground, more than expected. This information will contribute to attempts to evaluate factors affecting the adjustment process, and thus optimizing future reintroduction procedures.",,,,,,,,,7,0,0,0,4,0,7,,,1412-033X,,,,,,,,,,,"Inst Pertanian Bogor, Fac Math & Nat Sci, Jl Pajajaran,Kampus IPB Baranangsiang, Bogor, 16151, Indonesia",,,,24/07/2018,ZOOREC:ZOOR15408055041,
1,J,"Rocque, Florence; Chotard, Helene; Bard, Kim; Micheletta, Jerome; Tuuga, Augustine; Alsisto, Sylvia; Davila-Ross, Marina",,,,,,,,,,Assessments made easier: examining the use of a rating-based questionnaire to capture behavioral data in rehabilitant orangutans (Pongo pygmaeus morio).,,,,,,,,International Journal of Primatology,,,,43,5,,,775[long dash]797,775[long dash]797,,,,,,,,,,,Article,Oct-22,2022,"Rehabilitation and release are commonly used for confiscated, surrendered, and rescued Primates. To improve release efficacy it is important to generate accurate behavioral profiles of release candidates. Research on Primates traditionally uses observer ratings to measure individual differences. This method is easily implemented, but its validity has been questioned. We evaluated whether observer ratings reflect behavioral data indicating forest adaptation in 18 free-ranging rehabilitant orangutans (Pongo pygmaeus morio). In 2017, we used a species-specific questionnaire to measure how often orangutans engaged in behaviors linked to living successfully in the wild (e.g., nest building) and the extent to which they express personality traits that may influence forest adaptation. We collected 11 months of observational data on 17 of the orangutans concurrently to validate the questionnaire items, and collected further questionnaire data for 16 of the individuals in 2019. We used regularized exploratory factor analysis (REFA) and parallel analysis to condense the ratings and determine that two factors could be reliably extracted. We conducted another REFA using the observational data, and calculated factor congruence coefficients following procrustean rotation. The first of the two factors represented forest skills and human aversion, and was congruent with observational data. The second factor reflected boldness, sociability, and exploration, and was not congruent with observational data. Ratings correlated significantly with observations for all five questionnaire items reflecting adaptation to forest life, and for three of seven items reflecting personality traits. We conclude that ratings can be a valid approach to obtain individual-based behavioral information reflecting forest adaptation in free-ranging rehabilitant orangutans, and may be particularly useful in summarizing behaviors relevant to forest adaptation that are otherwise challenging to gather in Primates.",,,,,,,,,0,0,0,0,0,0,0,,,0164-0291,,,,,,,,,,,"Univ Portsmouth, Dept Psychol, King Henry Bldg,King Henry I St, Portsmouth, Hants, PO1 2DY, United Kingdom",,,,31/03/2023,ZOOREC:ZOOR15904023329,
1,B,"Humle, Tatyana",,,,,,"Kormos, Rebecca; Boesch, Christophe; Bakarr, Mohamed I.; Butynski, Thomas M.",,,,Behavior and ecology of chimpanzees in West Africa.,,,,,,,,West African chimpanzees: status survey and conservation action plan. [IUCN/SSC Action Plans for the Conservation of Biological Diversity.].,,,,,,,,13,19,,,,,,,,,,,Book chapter,2003,2003,,,,,,,,,,3,0,0,0,3,0,3,,,,,2-8317-0733-1,,,,,,,,,"Department of Psychology, University of Stirling, FK9 4LA, Scotland, United Kingdom",,,,01/01/2003,ZOOREC:ZOOR14101002581,
