Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
ACTA PALAEONTOLOGICA POLONICA,ACTA PALAEONTOL POL,INST PALEOBIOLOGII PAN,0567-7920,1732-2421,PALEONTOLOGY,SCIE,"2,385",1.8,Q2,0.86,100%
Palaeoworld,PALAEOWORLD,ELSEVIER,1871-174X,1875-5887,PALEONTOLOGY,SCIE,"1,128",1.7,Q2,1,5.99%
PALAEONTOLOGIA ELECTRONICA,PALAEONTOL ELECTRON,COQUINA PRESS,1935-3952,1094-8074,PALEONTOLOGY,SCIE,"3,357",1.7,Q2,0.82,96%
REVIEW OF PALAEOBOTANY AND PALYNOLOGY,REV PALAEOBOT PALYNO,ELSEVIER,0034-6667,1879-0615,PALEONTOLOGY,SCIE,"5,697",1.7,Q2,0.74,21.48%
RIVISTA ITALIANA DI PALEONTOLOGIA E STRATIGRAFIA,RIV ITAL PALEONTOL S,UNIV STUDI MILANO,0035-6883,2039-4942,PALEONTOLOGY,SCIE,"1,159",1.6,Q2,0.99,53.49%
GEOBIOS,GEOBIOS-LYON,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,0016-6995,1777-5728,PALEONTOLOGY,SCIE,"2,083",1.6,Q2,0.85,27%
JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,TAYLOR & FRANCIS INC,0272-4634,1937-2809,PALEONTOLOGY,SCIE,"5,470",1.6,Q2,0.74,15.73%
MARINE MICROPALEONTOLOGY,MAR MICROPALEONTOL,ELSEVIER,0377-8398,1872-6186,PALEONTOLOGY,SCIE,"3,589",1.5,Q2,0.91,20.86%
GEODIVERSITAS,GEODIVERSITAS,MUSEUM NATL HISTOIRE NATURELLE,1280-9659,1638-9395,PALEONTOLOGY,SCIE,912,1.5,Q2,0.83,0%
CARNETS DE GEOLOGIE,CARNETS GEOL,CARNETS GEOLOGIE,1634-0744,1765-2553,PALEONTOLOGY,SCIE,271,1.5,Q2,0.81,0%
PALAIOS,PALAIOS,SEPM-SOC SEDIMENTARY GEOLOGY,0883-1351,1938-5323,PALEONTOLOGY,SCIE,"3,147",1.5,Q2,0.78,0%
BULLETIN OF GEOSCIENCES,B GEOSCI,CZECH GEOLOGICAL SURVEY,1214-1119,1802-8225,PALEONTOLOGY,SCIE,711,1.5,Q2,0.66,93.55%
Palaeobiodiversity and Palaeoenvironments,PALAEOBIO PALAEOENV,SPRINGER HEIDELBERG,1867-1594,1867-1608,PALEONTOLOGY,SCIE,630,1.4,Q3,0.67,50.38%
HISTORICAL BIOLOGY,HIST BIOL,TAYLOR & FRANCIS LTD,0891-2963,1029-2381,PALEONTOLOGY,SCIE,"2,466",1.4,Q3,0.58,4.79%
PALYNOLOGY,PALYNOLOGY,TAYLOR & FRANCIS INC,0191-6122,1558-9188,PALEONTOLOGY,SCIE,"1,071",1.4,Q3,0.58,8.15%
MICROPALEONTOLOGY,MICROPALEONTOLOGY,MICRO PRESS,0026-2803,1937-2795,PALEONTOLOGY,SCIE,"1,494",1.3,Q3,0.83,0%
JOURNAL OF PALEONTOLOGY,J PALEONTOL,CAMBRIDGE UNIV PRESS,0022-3360,1937-2337,PALEONTOLOGY,SCIE,"5,094",1.3,Q3,0.75,35.53%
BOLLETTINO DELLA SOCIETA PALEONTOLOGICA ITALIANA,B SOC PALEONTOL ITAL,SOC PALEONTOLOGICA ITALIANA,0375-7633,N/A,PALEONTOLOGY,SCIE,513,1.3,Q3,0.73,0%
PALEONTOLOGICAL RESEARCH,PALEONTOL RES,PALAEONTOLOGICAL SOC JAPAN,1342-8144,N/A,PALEONTOLOGY,SCIE,444,1.3,Q3,0.57,0%
International Journal of Paleopathology,INT J PALEOPATHOL,ELSEVIER SCIENCE INC,1879-9817,1879-9825,PALEONTOLOGY,SCIE,842,1.3,Q3,0.56,32.16%
COMPTES RENDUS PALEVOL,CR PALEVOL,ACAD SCIENCES,1631-0683,1777-571X,PALEONTOLOGY,SCIE,"1,491",1.2,Q3,0.69,93.55%
ALCHERINGA,ALCHERINGA,TAYLOR & FRANCIS LTD,0311-5518,1752-0754,PALEONTOLOGY,SCIE,"1,127",1.2,Q3,0.66,28.16%
AMEGHINIANA,AMEGHINIANA,ASOCIACION PALEONTOLOGICA ARGENTINA,0002-7014,1851-8044,PALEONTOLOGY,SCIE,"1,924",1.2,Q3,0.63,0%
GFF,GFF,TAYLOR & FRANCIS LTD,1103-5897,2000-0863,PALEONTOLOGY,SCIE,751,1.2,Q3,0.61,56.25%
ANNALES DE PALEONTOLOGIE,ANN PALEONTOL,MASSON EDITEUR,0753-3969,1778-3666,PALEONTOLOGY,SCIE,498,1,Q4,0.51,25%
STRATIGRAPHY AND GEOLOGICAL CORRELATION,STRATIGR GEO CORREL+,PLEIADES PUBLISHING INC,0869-5938,1555-6263,PALEONTOLOGY,SCIE,974,1,Q4,0.48,9.92%
JOURNAL OF FORAMINIFERAL RESEARCH,J FORAMIN RES,CUSHMAN FOUNDATION FORAMINIFERAL RESEARCH,0096-1191,N/A,PALEONTOLOGY,SCIE,"1,505",0.9,Q4,0.6,0%
Stratigraphy,STRATIGRAPHY,MICRO PRESS,1547-139X,2331-656X,PALEONTOLOGY,SCIE,381,0.9,Q4,0.5,0%
NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,NEUES JAHRB GEOL P-A,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG,0077-7749,0077-7749,PALEONTOLOGY,SCIE,"1,401",0.9,Q4,0.46,0%
Earth and Environmental Science Transactions of the Royal Society of Edinburgh,EARTH ENV SCI T R SO,CAMBRIDGE UNIV PRESS,1755-6910,1755-6929,PALEONTOLOGY,SCIE,"2,251",0.9,Q4,0.35,33.85%
ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,ICHNOS,TAYLOR & FRANCIS INC,1042-0940,1563-5236,PALEONTOLOGY,SCIE,803,0.8,Q4,0.44,9.26%
AFRICAN INVERTEBRATES,AFR INVERTEBR,COUNCIL NATAL MUSEUM,1681-5556,2305-2562,PALEONTOLOGY,SCIE,235,0.8,Q4,0.33,97.14%
REVUE DE MICROPALEONTOLOGIE,R MICROPALEONTOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,0035-1598,N/A,PALEONTOLOGY,ESCI,493,0.7,Q4,0.58,15.09%
REVISTA BRASILEIRA DE PALEONTOLOGIA,REV BRAS PALEONTOLOG,SOC BRASILEIRA PALEONTOLOGIA,1519-7530,2236-1715,PALEONTOLOGY,SCIE,555,0.7,Q4,0.4,97.37%
PALEONTOLOGICAL JOURNAL,PALEONTOL J+,PLEIADES PUBLISHING INC,0031-0301,1555-6174,PALEONTOLOGY,SCIE,"2,099",0.7,Q4,0.38,0.77%
ANNALS OF CARNEGIE MUSEUM,ANN CARNEGIE MUS,CARNEGIE MUSEUM NATURAL HISTORY,0097-4463,1943-6300,PALEONTOLOGY,SCIE,475,0.6,Q4,0.52,0%
JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,J PALAEONTOL SOC IND,SAGE PUBLICATIONS INDIA PVT LTD,0552-9360,0552-9360,PALEONTOLOGY,SCIE,386,0.5,Q4,0.22,32.39%
Geoconservation Research,GEOCONSERV RES,"ISLAMIC AZAD UNIV, ISFAHAN BRANCH",2645-4661,2588-7343,PALEONTOLOGY,ESCI,57,0.4,Q4,0.19,0%
,,,,,,,,,,,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,
