Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
Soil Ecology Letters,SOIL ECOL LETT,SPRINGERNATURE,2662-2289,2662-2297,ECOLOGY,ESCI,648,4.5,Q1,1.01,6.61%
ECOLOGY,ECOLOGY,WILEY,0012-9658,1939-9170,ECOLOGY,SCIE,"58,920",4.4,Q1,1.22,31.52%
WILDLIFE MONOGRAPHS,WILDLIFE MONOGR,WILEY,0084-0173,1938-5455,ECOLOGY,SCIE,676,4.3,Q1,1.95,28.57%
ECOLOGICAL APPLICATIONS,ECOL APPL,WILEY,1051-0761,1939-5582,ECOLOGY,SCIE,"22,067",4.3,Q1,1.12,36.54%
MAMMAL REVIEW,MAMMAL REV,WILEY,0305-1838,1365-2907,ECOLOGY,SCIE,"2,853",4.3,Q1,1.06,36.17%
People and Nature,PEOPLE NAT,WILEY,N/A,2575-8314,ECOLOGY,SCIE,"2,265",4.2,Q1,1.39,81.40%
Ecosystem Health and Sustainability,ECOSYST HEALTH SUST,AMER ASSOC ADVANCEMENT SCIENCE,2096-4129,2332-8878,ECOLOGY,SCIE,"1,140",4.2,Q1,0.9,99.17%
LANDSCAPE ECOLOGY,LANDSCAPE ECOL,SPRINGER,0921-2973,1572-9761,ECOLOGY,SCIE,"12,576",4,Q1,1.12,35.67%
Biogeosciences,BIOGEOSCIENCES,COPERNICUS GESELLSCHAFT MBH,1726-4170,1726-4189,ECOLOGY,SCIE,"22,807",3.9,Q1,1.2,99.33%
Remote Sensing in Ecology and Conservation,REMOTE SENS ECOL CON,WILEY,N/A,2056-3485,ECOLOGY,SCIE,"1,494",3.9,Q1,1.03,76.83%
ECOLOGICAL ENGINEERING,ECOL ENG,ELSEVIER,0925-8574,1872-6992,ECOLOGY,SCIE,"21,442",3.9,Q1,0.75,21.24%
NeoBiota,NEOBIOTA,PENSOFT PUBLISHERS,1619-0033,1314-2488,ECOLOGY,SCIE,"1,608",3.8,Q1,1.16,97.79%
PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,P ROY SOC B-BIOL SCI,ROYAL SOC,0962-8452,1471-2954,ECOLOGY,SCIE,"56,545",3.8,Q1,1.13,54.45%
Plants People Planet,PLANTS PEOPLE PLANET,WILEY,N/A,2572-2611,ECOLOGY,SCIE,"1,335",3.7,Q1,1.05,91.29%
EUROPEAN JOURNAL OF SOIL BIOLOGY,EUR J SOIL BIOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1164-5563,1778-3615,ECOLOGY,SCIE,"4,309",3.7,Q1,0.97,15.10%
Fire Ecology,FIRE ECOL,SPRINGER,1933-9747,1933-9747,ECOLOGY,SCIE,"1,543",3.6,Q1,1.23,100%
ECOLOGY AND SOCIETY,ECOL SOC,Resilience Alliance,1708-3087,N/A,ECOLOGY,SCIE,"13,547",3.6,Q1,0.86,99.11%
JOURNAL OF ANIMAL ECOLOGY,J ANIM ECOL,WILEY,0021-8790,1365-2656,ECOLOGY,SCIE,"18,314",3.5,Q1,1.65,37.81%
Global Ecology and Conservation,GLOB ECOL CONSERV,ELSEVIER,N/A,2351-9894,ECOLOGY,SCIE,"9,842",3.5,Q1,1.03,96.24%
Ecosystems and People,ECOSYST PEOPLE,TAYLOR & FRANCIS LTD,N/A,2639-5916,ECOLOGY,ESCI,709,3.5,Q1,0.97,98.53%
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,PERSPECT PLANT ECOL,ELSEVIER GMBH,1433-8319,1433-8319,ECOLOGY,SCIE,"2,662",3.5,Q1,0.9,23.81%
Movement Ecology,MOV ECOL,BMC,2051-3933,2051-3933,ECOLOGY,SCIE,"1,684",3.4,Q2,1.03,100%
JOURNAL OF BIOGEOGRAPHY,J BIOGEOGR,WILEY,0305-0270,1365-2699,ECOLOGY,SCIE,"16,982",3.4,Q2,0.99,30.94%
ECOSYSTEMS,ECOSYSTEMS,SPRINGER,1432-9840,1435-0629,ECOLOGY,SCIE,"10,115",3.4,Q2,0.98,33.22%
MICROBIAL ECOLOGY,MICROB ECOL,SPRINGER,0095-3628,1432-184X,ECOLOGY,SCIE,"12,746",3.3,Q2,1,22.48%
HEREDITY,HEREDITY,SPRINGERNATURE,0018-067X,1365-2540,ECOLOGY,SCIE,"9,311",3.1,Q2,0.92,41.50%
EVOLUTION,EVOLUTION,OXFORD UNIV PRESS,0014-3820,1558-5646,ECOLOGY,SCIE,"27,748",3.1,Q2,0.9,36.46%
OIKOS,OIKOS,WILEY,0030-1299,1600-0706,ECOLOGY,SCIE,"21,374",3.1,Q2,0.9,35.39%
Ecological Complexity,ECOL COMPLEX,ELSEVIER,1476-945X,1476-9840,ECOLOGY,SCIE,"2,197",3.1,Q2,0.85,13.98%
Fire-Switzerland,FIRE-BASEL,MDPI,2571-6255,2571-6255,ECOLOGY,SCIE,"2,057",3,Q2,1,99.74%
BASIC AND APPLIED ECOLOGY,BASIC APPL ECOL,ELSEVIER GMBH,1439-1791,1618-0089,ECOLOGY,SCIE,"4,196",3,Q2,0.98,70.42%
Journal of Plant Ecology,J PLANT ECOL,OXFORD UNIV PRESS,1752-9921,1752-993X,ECOLOGY,SCIE,"2,875",3,Q2,0.89,67.24%
BIODIVERSITY AND CONSERVATION,BIODIVERS CONSERV,SPRINGER,0960-3115,1572-9710,ECOLOGY,SCIE,"13,592",3,Q2,0.71,41.36%
FRESHWATER BIOLOGY,FRESHWATER BIOL,WILEY,0046-5070,1365-2427,ECOLOGY,SCIE,"13,915",2.8,Q2,0.84,36.71%
ANIMAL CONSERVATION,ANIM CONSERV,WILEY,1367-9430,1469-1795,ECOLOGY,SCIE,"4,209",2.8,Q2,0.83,36.49%
Biology Letters,BIOL LETTERS,ROYAL SOC,1744-9561,1744-957X,ECOLOGY,SCIE,"11,594",2.8,Q2,0.82,50.30%
BIOLOGICAL INVASIONS,BIOL INVASIONS,SPRINGER,1387-3547,1573-1464,ECOLOGY,SCIE,"12,730",2.8,Q2,0.8,31.09%
RESTORATION ECOLOGY,RESTOR ECOL,WILEY,1061-2971,1526-100X,ECOLOGY,SCIE,"8,437",2.8,Q2,0.79,29.96%
Frontiers in Forests and Global Change,FRONT FOR GLOB CHANG,FRONTIERS MEDIA SA,N/A,2624-893X,ECOLOGY,SCIE,"2,744",2.7,Q2,0.92,99.62%
Ecosphere,ECOSPHERE,WILEY,2150-8925,2150-8925,ECOLOGY,SCIE,"12,845",2.7,Q2,0.79,71.33%
Arctic Science,ARCT SCI,CANADIAN SCIENCE PUBLISHING,N/A,2368-7460,ECOLOGY,SCIE,683,2.7,Q2,0.75,93.79%
ECOHYDROLOGY & HYDROBIOLOGY,ECOHYDROL HYDROBIOL,EUROPEAN REGIONAL CENTRE ECOHYDROLOGY POLISH ACAD SCIENCES,1642-3593,2080-3397,ECOLOGY,SCIE,"1,226",2.7,Q2,0.71,6.55%
PALEOBIOLOGY,PALEOBIOLOGY,CAMBRIDGE UNIV PRESS,0094-8373,1938-5331,ECOLOGY,SCIE,"4,128",2.6,Q2,0.94,65.87%
ECOLOGICAL MODELLING,ECOL MODEL,ELSEVIER,0304-3800,1872-7026,ECOLOGY,SCIE,"20,105",2.6,Q2,0.79,31.61%
Ecological Solutions and Evidence,ECOL SOLUT EVID,WILEY,N/A,2688-8319,ECOLOGY,ESCI,504,2.6,Q2,0.75,86.50%
Conservation Physiology,CONSERV PHYSIOL,OXFORD UNIV PRESS,2051-1434,2051-1434,ECOLOGY,SCIE,"2,521",2.6,Q2,0.73,92.83%
AoB Plants,AOB PLANTS,OXFORD UNIV PRESS,2041-2851,2041-2851,ECOLOGY,SCIE,"2,914",2.6,Q2,0.68,95.91%
Journal of Arid Environments,J ARID ENVIRON,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0140-1963,1095-922X,ECOLOGY,SCIE,"9,365",2.6,Q2,0.64,20.12%
BEHAVIORAL ECOLOGY,BEHAV ECOL,OXFORD UNIV PRESS INC,1045-2249,1465-7279,ECOLOGY,SCIE,"9,326",2.5,Q2,0.94,26.65%
URBAN ECOSYSTEMS,URBAN ECOSYST,SPRINGER,1083-8155,1573-1642,ECOLOGY,SCIE,"4,785",2.5,Q2,0.72,29.85%
Ecohydrology,ECOHYDROLOGY,WILEY,1936-0584,1936-0592,ECOLOGY,SCIE,"3,778",2.5,Q2,0.58,19.17%
AMERICAN NATURALIST,AM NAT,UNIV CHICAGO PRESS,0003-0147,1537-5323,ECOLOGY,SCIE,"25,785",2.4,Q2,0.86,19.09%
Animal Biotelemetry,ANIM BIOTELEM,SPRINGERNATURE,N/A,2050-3385,ECOLOGY,SCIE,900,2.4,Q2,0.74,100%
Frontiers in Ecology and Evolution,FRONT ECOL EVOL,FRONTIERS MEDIA SA,2296-701X,2296-701X,ECOLOGY,SCIE,"12,770",2.4,Q2,0.67,99.59%
ECOTOXICOLOGY,ECOTOXICOLOGY,SPRINGER,0963-9292,1573-3017,ECOLOGY,SCIE,"6,645",2.4,Q2,0.62,13.95%
Rangeland Ecology & Management,RANGELAND ECOL MANAG,ELSEVIER,1550-7424,1551-5028,ECOLOGY,SCIE,"3,140",2.4,Q2,0.57,47.59%
OECOLOGIA,OECOLOGIA,SPRINGER,0029-8549,1432-1939,ECOLOGY,SCIE,"29,926",2.3,Q2,0.73,30.35%
BMC Ecology and Evolution,BMC ECOL EVOL,BMC,N/A,2730-7182,ECOLOGY,SCIE,842,2.3,Q2,0.71,99.76%
Ecology and Evolution,ECOL EVOL,WILEY,2045-7758,2045-7758,ECOLOGY,SCIE,"25,599",2.3,Q2,0.65,68.49%
WEB ECOLOGY,WEB ECOL,COPERNICUS GESELLSCHAFT MBH,2193-3081,1399-1183,ECOLOGY,SCIE,235,2.3,Q2,0.52,100%
Ecological Restoration,ECOL RESTOR,UNIV WISCONSIN PRESS,1543-4060,1543-4079,ECOLOGY,SCIE,533,2.3,Q2,0.4,19.15%
JOURNAL OF VEGETATION SCIENCE,J VEG SCI,WILEY,1100-9233,1654-1103,ECOLOGY,SCIE,"8,464",2.2,Q2,0.81,30.21%
MARINE ECOLOGY PROGRESS SERIES,MAR ECOL PROG SER,INTER-RESEARCH,0171-8630,1616-1599,ECOLOGY,SCIE,"34,544",2.2,Q2,0.79,33.71%
Aquatic Invasions,AQUAT INVASIONS,REGIONAL EURO-ASIAN BIOLOGICAL INVASIONS CENTRE-REABIC,1798-6540,1818-5487,ECOLOGY,SCIE,"1,725",2.2,Q2,0.71,100%
ORYX,ORYX,CAMBRIDGE UNIV PRESS,0030-6053,1365-3008,ECOLOGY,SCIE,"4,004",2.2,Q2,0.69,99.38%
JOURNAL FOR NATURE CONSERVATION,J NAT CONSERV,ELSEVIER GMBH,1617-1381,1618-1093,ECOLOGY,SCIE,"2,834",2.2,Q2,0.61,23.96%
JOURNAL OF CHEMICAL ECOLOGY,J CHEM ECOL,SPRINGER,0098-0331,1573-1561,ECOLOGY,SCIE,"10,415",2.2,Q2,0.55,29.46%
JOURNAL OF SOIL AND WATER CONSERVATION,J SOIL WATER CONSERV,SOIL WATER CONSERVATION SOC,0022-4561,1941-3300,ECOLOGY,SCIE,"4,938",2.2,Q2,0.48,0.61%
Bulletin of the Peabody Museum of Natural History,B PEABODY MUS NAT HI,PEABODY MUSEUM NATURAL HISTORY-YALE UNIV,0079-032X,2162-4135,ECOLOGY,SCIE,336,2.2,Q2,0.42,0%
Regional Studies in Marine Science,REG STUD MAR SCI,ELSEVIER,2352-4855,2352-4855,ECOLOGY,SCIE,"4,388",2.1,Q3,0.67,11.65%
Diversity-Basel,DIVERSITY-BASEL,MDPI,N/A,1424-2818,ECOLOGY,SCIE,"7,632",2.1,Q3,0.63,99.80%
JOURNAL OF EVOLUTIONARY BIOLOGY,J EVOLUTION BIOL,WILEY,1010-061X,1420-9101,ECOLOGY,SCIE,"9,444",2.1,Q3,0.58,42.32%
APPLIED VEGETATION SCIENCE,APPL VEG SCI,WILEY,1402-2001,1654-109X,ECOLOGY,SCIE,"2,724",2,Q3,0.82,35.32%
International Journal for Parasitology-Parasites and Wildlife,INT J PARASITOL-PAR,ELSEVIER,2213-2244,2213-2244,ECOLOGY,SCIE,"1,859",2,Q3,0.62,94.46%
PEDOBIOLOGIA,PEDOBIOLOGIA,ELSEVIER GMBH,0031-4056,1873-1511,ECOLOGY,SCIE,"2,342",2,Q3,0.56,25.41%
COMPOST SCIENCE & UTILIZATION,COMPOST SCI UTIL,TAYLOR & FRANCIS INC,1065-657X,2326-2397,ECOLOGY,SCIE,800,2,Q3,0.31,5%
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,BEHAV ECOL SOCIOBIOL,SPRINGER,0340-5443,1432-0762,ECOLOGY,SCIE,"11,464",1.9,Q3,0.89,37.88%
JOURNAL OF WILDLIFE MANAGEMENT,J WILDLIFE MANAGE,WILEY,0022-541X,1937-2817,ECOLOGY,SCIE,"10,536",1.9,Q3,0.87,31.37%
Fungal Ecology,FUNGAL ECOL,ELSEVIER SCI LTD,1754-5048,1878-0083,ECOLOGY,SCIE,"3,503",1.9,Q3,0.78,31.21%
ECOLOGICAL MANAGEMENT & RESTORATION,ECOL MANAG RESTOR,WILEY,1442-7001,1442-8903,ECOLOGY,SCIE,963,1.9,Q3,0.63,21.85%
PLANT ECOLOGY,PLANT ECOL,SPRINGER,1385-0237,1573-5052,ECOLOGY,SCIE,"5,936",1.9,Q3,0.57,19.06%
NEW ZEALAND JOURNAL OF ECOLOGY,NEW ZEAL J ECOL,NEW ZEALAND ECOL SOC,0110-6465,1177-7788,ECOLOGY,SCIE,"1,315",1.9,Q3,0.45,90.65%
POLAR RESEARCH,POLAR RES-SWEDEN,OPEN ACADEMIA AB,0800-0395,1751-8369,ECOLOGY,SCIE,"1,640",1.9,Q3,0.43,100%
Frontiers in Conservation Science,FRONT CONSERV SCI,FRONTIERS MEDIA SA,N/A,2673-611X,ECOLOGY,ESCI,521,1.9,Q3,0.4,99.72%
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,SPRINGER,1612-4642,1439-0574,ECOLOGY,SCIE,"2,816",1.8,Q3,0.79,40.75%
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,J EXP MAR BIOL ECOL,ELSEVIER,0022-0981,1879-1697,ECOLOGY,SCIE,"13,470",1.8,Q3,0.64,29.67%
Journal of Biological Dynamics,J BIOL DYNAM,TAYLOR & FRANCIS LTD,1751-3758,1751-3766,ECOLOGY,SCIE,"1,150",1.8,Q3,0.63,99.10%
BIOTROPICA,BIOTROPICA,WILEY,0006-3606,1744-7429,ECOLOGY,SCIE,"6,367",1.8,Q3,0.51,22.16%
Food Webs,FOOD WEBS,ELSEVIER,2352-2496,2352-2496,ECOLOGY,SCIE,585,1.8,Q3,0.49,24.31%
EVOLUTIONARY ECOLOGY,EVOL ECOL,SPRINGER,0269-7653,1573-8477,ECOLOGY,SCIE,"3,284",1.8,Q3,0.48,30.51%
WETLANDS,WETLANDS,SPRINGER,0277-5212,1943-6246,ECOLOGY,SCIE,"5,033",1.8,Q3,0.42,16.86%
One Ecosystem,ONE ECOSYSTEM,PENSOFT PUBLISHERS,N/A,2367-8194,ECOLOGY,ESCI,275,1.8,Q3,0.4,95.65%
WILDLIFE BIOLOGY,WILDLIFE BIOL,WILEY,0909-6396,1903-220X,ECOLOGY,SCIE,"1,795",1.7,Q3,0.72,95.28%
AQUATIC ECOLOGY,AQUAT ECOL,SPRINGER,1386-2588,1573-5125,ECOLOGY,SCIE,"2,292",1.7,Q3,0.64,11.76%
Freshwater Science,FRESHW SCI,UNIV CHICAGO PRESS,2161-9549,2161-9565,ECOLOGY,SCIE,"2,115",1.7,Q3,0.6,13.49%
Landscape and Ecological Engineering,LANDSC ECOL ENG,SPRINGER JAPAN KK,1860-1871,1860-188X,ECOLOGY,SCIE,805,1.7,Q3,0.52,9.09%
ECOLOGICAL RESEARCH,ECOL RES,WILEY,0912-3814,1440-1703,ECOLOGY,SCIE,"4,116",1.7,Q3,0.45,25.84%
Ecologies,ECOLOGIES-BASEL,MDPI,N/A,2673-4133,ECOLOGY,ESCI,131,1.7,Q3,0.42,99.07%
FLORA,FLORA,ELSEVIER GMBH,0367-2530,1618-0585,ECOLOGY,SCIE,"4,068",1.7,Q3,0.33,7.69%
WILDLIFE RESEARCH,WILDLIFE RES,CSIRO PUBLISHING,1035-3712,1448-5494,ECOLOGY,SCIE,"3,442",1.6,Q3,0.77,48.43%
PACIFIC CONSERVATION BIOLOGY,PAC CONSERV BIOL,CSIRO PUBLISHING,1038-2097,2204-4604,ECOLOGY,ESCI,961,1.6,Q3,0.46,44.92%
AUSTRAL ECOLOGY,AUSTRAL ECOL,WILEY,1442-9985,1442-9993,ECOLOGY,SCIE,"4,461",1.6,Q3,0.42,27.34%
CHEMOECOLOGY,CHEMOECOLOGY,SPRINGER BASEL AG,0937-7409,1423-0445,ECOLOGY,SCIE,"1,181",1.6,Q3,0.41,26.79%
AQUATIC MICROBIAL ECOLOGY,AQUAT MICROB ECOL,INTER-RESEARCH,0948-3055,1616-1564,ECOLOGY,SCIE,"3,384",1.6,Q3,0.37,28.85%
POLAR BIOLOGY,POLAR BIOL,SPRINGER,0722-4060,1432-2056,ECOLOGY,SCIE,"6,607",1.5,Q3,0.48,33.41%
Polar Science,POLAR SCI,ELSEVIER,1873-9652,1876-4428,ECOLOGY,SCIE,"1,235",1.5,Q3,0.45,64.52%
ENVIRONMENTAL BIOLOGY OF FISHES,ENVIRON BIOL FISH,SPRINGER,0378-1909,1573-5133,ECOLOGY,SCIE,"5,840",1.4,Q3,0.51,16.46%
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,AFR J RANGE FOR SCI,TAYLOR & FRANCIS LTD,1022-0119,1727-9380,ECOLOGY,SCIE,751,1.4,Q3,0.41,12.87%
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,PERGAMON-ELSEVIER SCIENCE LTD,0305-1978,1873-2925,ECOLOGY,SCIE,"4,583",1.4,Q3,0.38,5%
POLAR RECORD,POLAR REC,CAMBRIDGE UNIV PRESS,0032-2474,1475-3057,ECOLOGY,SCIE,803,1.4,Q3,0.3,57.14%
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,ELSEVIER,1146-609X,1873-6238,ECOLOGY,SCIE,"3,123",1.3,Q3,0.42,13.50%
CHEMISTRY AND ECOLOGY,CHEM ECOL,TAYLOR & FRANCIS LTD,0275-7540,1029-0370,ECOLOGY,SCIE,"1,476",1.3,Q3,0.41,0%
JOURNAL OF FRESHWATER ECOLOGY,J FRESHWATER ECOL,TAYLOR & FRANCIS INC,0270-5060,2156-6941,ECOLOGY,SCIE,"1,176",1.3,Q3,0.41,98%
Israel Journal of Ecology & Evolution,ISR J ECOL EVOL,BRILL,1565-9801,2224-4662,ECOLOGY,SCIE,337,1.3,Q3,0.38,0%
ECOSCIENCE,ECOSCIENCE,TAYLOR & FRANCIS INC,1195-6860,2376-7626,ECOLOGY,SCIE,"1,654",1.3,Q3,0.36,19.70%
REVISTA CHILENA DE HISTORIA NATURAL,REV CHIL HIST NAT,SOC BIOLGIA CHILE,0716-078X,0717-6317,ECOLOGY,SCIE,"1,232",1.3,Q3,0.33,100%
COMMUNITY ECOLOGY,COMMUNITY ECOL,SPRINGER HEIDELBERG,1585-8553,1588-2756,ECOLOGY,SCIE,852,1.2,Q4,0.41,15.63%
Theoretical Ecology,THEOR ECOL-NETH,SPRINGER HEIDELBERG,1874-1738,1874-1746,ECOLOGY,SCIE,880,1.2,Q4,0.38,40.51%
THEORETICAL POPULATION BIOLOGY,THEOR POPUL BIOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0040-5809,1096-0325,ECOLOGY,SCIE,"3,616",1.2,Q4,0.35,54.55%
RANGELAND JOURNAL,RANGELAND J,CSIRO PUBLISHING,1036-9872,1834-7541,ECOLOGY,SCIE,"1,007",1.2,Q4,0.33,45.57%
TROPICAL ECOLOGY,TROP ECOL,SPRINGERNATURE,0564-3295,2661-8982,ECOLOGY,SCIE,"1,253",1.1,Q4,0.38,2.07%
PLANT SPECIES BIOLOGY,PLANT SPEC BIOL,WILEY,0913-557X,1442-1984,ECOLOGY,SCIE,800,1.1,Q4,0.37,19.35%
POPULATION ECOLOGY,POPUL ECOL,WILEY,1438-3896,1438-390X,ECOLOGY,SCIE,"1,322",1.1,Q4,0.35,36%
AFRICAN JOURNAL OF ECOLOGY,AFR J ECOL,WILEY,0141-6707,1365-2028,ECOLOGY,SCIE,"2,421",1.1,Q4,0.31,19.72%
Marine Biology Research,MAR BIOL RES,TAYLOR & FRANCIS AS,1745-1000,1745-1019,ECOLOGY,SCIE,"1,600",1,Q4,0.36,7.65%
JOURNAL OF TROPICAL ECOLOGY,J TROP ECOL,CAMBRIDGE UNIV PRESS,0266-4674,1469-7831,ECOLOGY,SCIE,"2,724",1,Q4,0.3,25%
NATURAL AREAS JOURNAL,NAT AREA J,NATURAL AREAS ASSOC,0885-8608,2162-4399,ECOLOGY,SCIE,914,1,Q4,0.28,1.16%
RUSSIAN JOURNAL OF ECOLOGY,RUSS J ECOL+,PLEIADES PUBLISHING INC,1067-4136,1608-3334,ECOLOGY,SCIE,"1,167",1,Q4,0.23,0%
Tropics,TROPICS,JAPAN SOC TROPICAL ECOLOGY,0917-415X,1882-5729,ECOLOGY,ESCI,297,1,Q4,0.15,100%
ANNALES ZOOLOGICI FENNICI,ANN ZOOL FENN,FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD,0003-455X,1797-2450,ECOLOGY,SCIE,"1,474",0.9,Q4,0.39,0%
Folia Oecologica,FOLIA OECOLOGICA,WALTER DE GRUYTER GMBH,1336-5266,1338-7014,ECOLOGY,ESCI,179,0.9,Q4,0.33,100%
POLISH POLAR RESEARCH,POL POLAR RES,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES",0138-0338,2081-8262,ECOLOGY,SCIE,601,0.9,Q4,0.26,100%
Neotropical Biodiversity,NEOTROP BIODIVERS,TAYLOR & FRANCIS LTD,N/A,2376-6808,ECOLOGY,ESCI,226,0.9,Q4,0.23,97.50%
Human-Wildlife Interactions,HUM-WILDL INTERACT,JACK H BERRYMAN INST,2155-3858,2155-3874,ECOLOGY,SCIE,478,0.9,Q4,0.22,0%
