Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
Laboratory Animal Research,LAB ANIM RES,SPRINGERNATURE,1738-6055,2233-7660,VETERINARY SCIENCES,ESCI,829,2.7,Q1,0.68,100%
Frontiers in Veterinary Science,FRONT VET SCI,FRONTIERS MEDIA SA,N/A,2297-1769,VETERINARY SCIENCES,SCIE,"19,392",2.6,Q1,1.3,99.51%
AVIAN PATHOLOGY,AVIAN PATHOL,TAYLOR & FRANCIS LTD,0307-9457,1465-3338,VETERINARY SCIENCES,SCIE,"4,029",2.5,Q1,1.1,17.81%
EQUINE VETERINARY JOURNAL,EQUINE VET J,WILEY,0425-1644,2042-3306,VETERINARY SCIENCES,SCIE,"7,745",2.4,Q1,1.16,44%
THERIOGENOLOGY,THERIOGENOLOGY,ELSEVIER SCIENCE INC,0093-691X,1879-3231,VETERINARY SCIENCES,SCIE,"18,828",2.4,Q1,1.14,15.78%
VETERINARY MICROBIOLOGY,VET MICROBIOL,ELSEVIER,0378-1135,1873-2542,VETERINARY SCIENCES,SCIE,"16,307",2.4,Q1,1.06,16.08%
Zoonoses and Public Health,ZOONOSES PUBLIC HLTH,WILEY,1863-1959,1863-2378,VETERINARY SCIENCES,SCIE,"2,758",2.4,Q1,0.83,27.11%
BMC Veterinary Research,BMC VET RES,BMC,N/A,1746-6148,VETERINARY SCIENCES,SCIE,"10,549",2.3,Q1,1.27,99.91%
Veterinary and Comparative Oncology,VET COMP ONCOL,WILEY,1476-5810,1476-5829,VETERINARY SCIENCES,SCIE,"2,113",2.3,Q1,1.06,30.73%
VETERINARY JOURNAL,VET J,ELSEVIER SCI LTD,1090-0233,1532-2971,VETERINARY SCIENCES,SCIE,"8,841",2.3,Q1,1.02,44.16%
VETERINARY PATHOLOGY,VET PATHOL,SAGE PUBLICATIONS INC,0300-9858,1544-2217,VETERINARY SCIENCES,SCIE,"6,756",2.3,Q1,0.92,12.54%
PREVENTIVE VETERINARY MEDICINE,PREV VET MED,ELSEVIER,0167-5877,1873-1716,VETERINARY SCIENCES,SCIE,"8,854",2.2,Q1,1.3,41.29%
RESEARCH IN VETERINARY SCIENCE,RES VET SCI,ELSEVIER SCI LTD,0034-5288,1532-2661,VETERINARY SCIENCES,SCIE,"8,314",2.2,Q1,1.19,20.31%
APPLIED ANIMAL BEHAVIOUR SCIENCE,APPL ANIM BEHAV SCI,ELSEVIER,0168-1591,1872-9045,VETERINARY SCIENCES,SCIE,"12,263",2.2,Q1,1.06,38.39%
Italian Journal of Animal Science,ITAL J ANIM SCI,TAYLOR & FRANCIS LTD,1594-4077,1828-051X,VETERINARY SCIENCES,SCIE,"3,988",2.2,Q1,1.05,97.58%
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,J ANIM PHYSIOL AN N,WILEY,0931-2439,1439-0396,VETERINARY SCIENCES,SCIE,"5,800",2.2,Q1,1.01,12.38%
EXPERIMENTAL ANIMALS,EXP ANIM TOKYO,INT PRESS EDITING CENTRE INC,1341-1357,1881-7122,VETERINARY SCIENCES,SCIE,"1,577",2.2,Q1,0.99,97.74%
ANIMAL REPRODUCTION SCIENCE,ANIM REPROD SCI,ELSEVIER,0378-4320,1873-2232,VETERINARY SCIENCES,SCIE,"8,122",2.2,Q1,0.95,17.18%
JOURNAL OF FISH DISEASES,J FISH DIS,WILEY,0140-7775,1365-2761,VETERINARY SCIENCES,SCIE,"6,357",2.2,Q1,0.92,18.52%
JOURNAL OF VETERINARY INTERNAL MEDICINE,J VET INTERN MED,WILEY,0891-6640,1939-1676,VETERINARY SCIENCES,SCIE,"11,728",2.1,Q1,1.17,71.78%
JOURNAL OF MEDICAL ENTOMOLOGY,J MED ENTOMOL,OXFORD UNIV PRESS INC,0022-2585,1938-2928,VETERINARY SCIENCES,SCIE,"9,961",2.1,Q1,1.07,18.97%
Frontiers in Animal Science,FRONT ANIM SCI,FRONTIERS MEDIA SA,N/A,2673-6225,VETERINARY SCIENCES,ESCI,555,2.1,Q1,0.82,100%
Veterinary Sciences,VET SCI,MDPI,N/A,2306-7381,VETERINARY SCIENCES,SCIE,"3,851",2,Q2,1.03,99.77%
VETERINARY PARASITOLOGY,VET PARASITOL,ELSEVIER,0304-4017,1873-2550,VETERINARY SCIENCES,SCIE,"15,319",2,Q2,0.93,23.44%
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,COMP IMMUNOL MICROB,ELSEVIER SCI LTD,0147-9571,1878-1667,VETERINARY SCIENCES,SCIE,"2,528",2,Q2,0.61,9.18%
ACTA VETERINARIA SCANDINAVICA,ACTA VET SCAND,BMC,0044-605X,1751-0147,VETERINARY SCIENCES,SCIE,"2,808",1.9,Q2,0.92,100%
JOURNAL OF FELINE MEDICINE AND SURGERY,J FELINE MED SURG,SAGE PUBLICATIONS LTD,1098-612X,1532-2750,VETERINARY SCIENCES,SCIE,"4,346",1.9,Q2,0.91,43.96%
VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,VET CLIN N AM-SMALL,W B SAUNDERS CO-ELSEVIER INC,0195-5616,1878-1306,VETERINARY SCIENCES,SCIE,"4,262",1.9,Q2,0.88,3.67%
REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,REV SCI TECH OIE,OFFICE INT EPIZOOTIES,0253-1933,1608-0637,VETERINARY SCIENCES,SCIE,"2,959",1.9,Q2,0.87,36.25%
Veterinary and Animal Science,VET ANIM SCI,ELSEVIER,N/A,2451-943X,VETERINARY SCIENCES,ESCI,591,1.9,Q2,0.83,92.55%
Veterinary Medicine International,VET MED INT,HINDAWI LTD,2090-8113,2042-0048,VETERINARY SCIENCES,ESCI,"1,194",1.9,Q2,0.78,100%
VETERINARY DERMATOLOGY,VET DERMATOL,WILEY,0959-4493,1365-3164,VETERINARY SCIENCES,SCIE,"2,876",1.9,Q2,0.73,20.75%
VETERINARY RESEARCH COMMUNICATIONS,VET RES COMMUN,SPRINGER,0165-7380,1573-7446,VETERINARY SCIENCES,SCIE,"2,277",1.8,Q2,0.96,29.28%
VETERINARY RECORD,VET REC,WILEY,0042-4900,2042-7670,VETERINARY SCIENCES,SCIE,"10,357",1.8,Q2,0.84,35.52%
Veterinary Medicine and Science,VET MED SCI,WILEY,N/A,2053-1095,VETERINARY SCIENCES,SCIE,"1,886",1.8,Q2,0.82,73.26%
Veterinary Medicine-Research and Reports,VET MED-RES REP,DOVE MEDICAL PRESS LTD,N/A,2230-2034,VETERINARY SCIENCES,ESCI,566,1.7,Q2,0.86,94.68%
ANTHROZOOS,ANTHROZOOS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0892-7936,1753-0377,VETERINARY SCIENCES,SCIE,"2,358",1.7,Q2,0.85,26.26%
TROPICAL ANIMAL HEALTH AND PRODUCTION,TROP ANIM HEALTH PRO,SPRINGER,0049-4747,1573-7438,VETERINARY SCIENCES,SCIE,"7,095",1.7,Q2,0.78,9.63%
JOURNAL OF SMALL ANIMAL PRACTICE,J SMALL ANIM PRACT,WILEY,0022-4510,1748-5827,VETERINARY SCIENCES,SCIE,"4,764",1.7,Q2,0.7,25.32%
Veterinary World,VET WORLD,VETERINARY WORLD,0972-8988,2231-0916,VETERINARY SCIENCES,ESCI,"5,590",1.7,Q2,0.7,96.96%
VETERINARY OPHTHALMOLOGY,VET OPHTHALMOL,WILEY,1463-5216,1463-5224,VETERINARY SCIENCES,SCIE,"2,441",1.7,Q2,0.55,22.02%
VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,VET CLIN N AM-FOOD A,W B SAUNDERS CO-ELSEVIER INC,0749-0720,1558-4240,VETERINARY SCIENCES,SCIE,"3,272",1.6,Q2,1.5,7.55%
JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,JAVMA-J AM VET MED A,AMER VETERINARY MEDICAL ASSOC,0003-1488,1943-569X,VETERINARY SCIENCES,SCIE,"12,571",1.6,Q2,0.85,18.20%
MEDICAL AND VETERINARY ENTOMOLOGY,MED VET ENTOMOL,WILEY,0269-283X,1365-2915,VETERINARY SCIENCES,SCIE,"3,068",1.6,Q2,0.85,25.27%
REPRODUCTION IN DOMESTIC ANIMALS,REPROD DOMEST ANIM,WILEY,0936-6768,1439-0531,VETERINARY SCIENCES,SCIE,"5,738",1.6,Q2,0.69,13.97%
Journal of Veterinary Cardiology,J VET CARDIOL,ELSEVIER,1760-2734,1875-0834,VETERINARY SCIENCES,SCIE,"1,339",1.5,Q2,0.85,18.57%
Journal of Veterinary Science,J VET SCI,KOREAN SOC VETERINARY SCIENCE,1229-845X,1976-555X,VETERINARY SCIENCES,SCIE,"1,949",1.5,Q2,0.84,96.44%
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,ONDERSTEPOORT J VET,AOSIS,0030-2465,2219-0635,VETERINARY SCIENCES,SCIE,"1,307",1.5,Q2,0.7,92.68%
JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,J AM ANIM HOSP ASSOC,AMER ANIMAL HOSPITAL ASSOC,0587-2871,1547-3317,VETERINARY SCIENCES,SCIE,"2,554",1.5,Q2,0.64,0%
Journal of Advanced Veterinary and Animal Research,J ADV VET ANIM RES,NETWORK VETERINARIANS BANGLADESH,N/A,2311-7710,VETERINARY SCIENCES,ESCI,799,1.5,Q2,0.62,100%
JOURNAL OF AQUATIC ANIMAL HEALTH,J AQUAT ANIM HEALTH,WILEY,0899-7659,1548-8667,VETERINARY SCIENCES,SCIE,"1,338",1.5,Q2,0.56,14.67%
JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,J VET PHARMACOL THER,WILEY,0140-7783,1365-2885,VETERINARY SCIENCES,SCIE,"2,670",1.5,Q2,0.55,19.58%
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,J APPL ANIM WELF SCI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1088-8705,1532-7604,VETERINARY SCIENCES,SCIE,"1,402",1.4,Q2,0.76,17.20%
VETERINARY ANAESTHESIA AND ANALGESIA,VET ANAESTH ANALG,ELSEVIER,1467-2987,1467-2995,VETERINARY SCIENCES,SCIE,"2,370",1.4,Q2,0.76,12.11%
ANIMAL WELFARE,ANIM WELFARE,CAMBRIDGE UNIV PRESS,0962-7286,2054-1538,VETERINARY SCIENCES,SCIE,"2,726",1.4,Q2,0.74,43.15%
Veterinary Parasitology- Regional Studies and Reports,VET PARASITOL REG ST,ELSEVIER,2405-9390,2405-9390,VETERINARY SCIENCES,ESCI,"1,199",1.4,Q2,0.63,13.95%
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,VET IMMUNOL IMMUNOP,ELSEVIER,0165-2427,1873-2534,VETERINARY SCIENCES,SCIE,"5,672",1.4,Q2,0.61,25%
Journal of Veterinary Behavior-Clinical Applications and Research,J VET BEHAV,ELSEVIER SCIENCE INC,1558-7878,1878-7517,VETERINARY SCIENCES,SCIE,"1,990",1.3,Q2,0.74,16.30%
VETERINARY SURGERY,VET SURG,WILEY,0161-3499,1532-950X,VETERINARY SCIENCES,SCIE,"5,343",1.3,Q2,0.71,20%
VETERINARY RADIOLOGY & ULTRASOUND,VET RADIOL ULTRASOUN,WILEY,1058-8183,1740-8261,VETERINARY SCIENCES,SCIE,"2,947",1.3,Q2,0.7,25.35%
Veterinary Record Open,VET RECORD OPEN,JOHN WILEY & SONS LTD,2399-2050,2052-6113,VETERINARY SCIENCES,ESCI,302,1.3,Q2,0.7,73.91%
Journal of Veterinary Research,J VET RES,SCIENDO,2450-7393,2450-8608,VETERINARY SCIENCES,SCIE,954,1.3,Q2,0.69,99.53%
JOURNAL OF EQUINE VETERINARY SCIENCE,J EQUINE VET SCI,ELSEVIER SCIENCE INC,0737-0806,1542-7412,VETERINARY SCIENCES,SCIE,"3,323",1.3,Q2,0.66,16.03%
AMERICAN JOURNAL OF VETERINARY RESEARCH,AM J VET RES,AMER VETERINARY MEDICAL ASSOC,0002-9645,1943-5681,VETERINARY SCIENCES,SCIE,"7,571",1.3,Q2,0.63,58.10%
LABORATORY ANIMALS,LAB ANIM-UK,SAGE PUBLICATIONS INC,0023-6772,1758-1117,VETERINARY SCIENCES,SCIE,"2,465",1.3,Q2,0.61,20.27%
AUSTRALIAN VETERINARY JOURNAL,AUST VET J,WILEY,0005-0423,1751-0813,VETERINARY SCIENCES,SCIE,"3,282",1.3,Q2,0.6,36.97%
AVIAN DISEASES,AVIAN DIS,AMER ASSOC AVIAN PATHOLOGISTS,0005-2086,1938-4351,VETERINARY SCIENCES,SCIE,"4,505",1.3,Q2,0.58,0%
COMPARATIVE MEDICINE,COMPARATIVE MED,AMER ASSOC LABORATORY ANIMAL SCIENCE,1532-0820,1532-0820,VETERINARY SCIENCES,SCIE,"1,541",1.3,Q2,0.57,0%
Topics in Companion Animal Medicine,TOP COMPANION ANIM M,W B SAUNDERS CO-ELSEVIER INC,1938-9736,1946-9837,VETERINARY SCIENCES,SCIE,813,1.3,Q2,0.55,14.84%
Journal of the American Association for Laboratory Animal Science,J AM ASSOC LAB ANIM,AMER ASSOC LABORATORY ANIMAL SCIENCE,1559-6109,1559-6109,VETERINARY SCIENCES,SCIE,"2,225",1.2,Q3,0.76,0%
ZOO BIOLOGY,ZOO BIOL,WILEY,0733-3188,1098-2361,VETERINARY SCIENCES,SCIE,"2,745",1.2,Q3,0.73,24.37%
JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,J VET DIAGN INVEST,SAGE PUBLICATIONS INC,1040-6387,1943-4936,VETERINARY SCIENCES,SCIE,"4,648",1.2,Q3,0.71,16.16%
ACTA PARASITOLOGICA,ACTA PARASITOL,SPRINGER INT PUBL AG,1230-2821,1896-1851,VETERINARY SCIENCES,SCIE,"1,830",1.2,Q3,0.57,11.11%
VETERINARY CLINICAL PATHOLOGY,VET CLIN PATH,WILEY,0275-6382,1939-165X,VETERINARY SCIENCES,SCIE,"2,224",1.2,Q3,0.54,26.09%
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,REV BRAS PARASITOL V,BRAZILIAN COLL VETERINARY PARASITOLOGY,0103-846X,1984-2961,VETERINARY SCIENCES,SCIE,"1,619",1.2,Q3,0.43,95.55%
JOURNAL OF WILDLIFE DISEASES,J WILDLIFE DIS,"WILDLIFE DISEASE ASSOC, INC",0090-3558,1943-3700,VETERINARY SCIENCES,SCIE,"4,858",1.1,Q3,0.66,0%
DISEASES OF AQUATIC ORGANISMS,DIS AQUAT ORGAN,INTER-RESEARCH,0177-5103,1616-1580,VETERINARY SCIENCES,SCIE,"5,897",1.1,Q3,0.59,25.47%
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,J VET EMERG CRIT CAR,WILEY,1479-3261,1476-4431,VETERINARY SCIENCES,SCIE,"1,941",1.1,Q3,0.58,13.60%
JOURNAL OF VETERINARY MEDICAL SCIENCE,J VET MED SCI,JAPAN SOC VET SCI,0916-7250,1347-7439,VETERINARY SCIENCES,SCIE,"5,863",1.1,Q3,0.58,99.49%
NEW ZEALAND VETERINARY JOURNAL,NEW ZEAL VET J,TAYLOR & FRANCIS LTD,0048-0169,1176-0710,VETERINARY SCIENCES,SCIE,"1,985",1.1,Q3,0.56,24.56%
JOURNAL OF VETERINARY MEDICAL EDUCATION,J VET MED EDUC,UNIV TORONTO PRESS INC,0748-321X,1943-7218,VETERINARY SCIENCES,SCIE,"1,638",1.1,Q3,0.55,0.82%
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE,REV BRAS ZOOTECN,REVISTA BRASILEIRA ZOOTECNIA BRAZILIAN JOURNAL ANIMAL SCI,1516-3598,1806-9290,VETERINARY SCIENCES,SCIE,"3,060",1.1,Q3,0.44,94.89%
VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,VET CLIN N AM-EQUINE,W B SAUNDERS CO-ELSEVIER INC,0749-0739,1558-4224,VETERINARY SCIENCES,SCIE,"1,600",1.1,Q3,0.43,3.54%
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,VET COMP ORTHOPAED,GEORG THIEME VERLAG KG,0932-0814,2567-6911,VETERINARY SCIENCES,SCIE,"1,700",1,Q3,0.52,2.82%
Journal of the South African Veterinary Association,J S AFR VET ASSOC,MEDPHARM PUBLICATIONS PTY LTD,1019-9128,2224-9435,VETERINARY SCIENCES,SCIE,"1,031",0.9,Q3,0.45,29.31%
Open Veterinary Journal,OPEN VET J,"UNIV TRIPOLI, FAC VET MED",2226-4485,2218-6050,VETERINARY SCIENCES,ESCI,693,0.9,Q3,0.44,96.48%
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,CAN VET J,CANADIAN VET MED ASSOC,0008-5286,0008-5286,VETERINARY SCIENCES,SCIE,"3,809",0.9,Q3,0.4,0%
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,CAN J VET RES,CANADIAN VET MED ASSOC,N/A,1928-9022,VETERINARY SCIENCES,SCIE,"1,474",0.8,Q3,0.5,0%
ANATOMIA HISTOLOGIA EMBRYOLOGIA,ANAT HISTOL EMBRYOL,WILEY,0340-2096,1439-0264,VETERINARY SCIENCES,SCIE,"1,333",0.8,Q3,0.45,8.72%
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,SCHWEIZ ARCH TIERH,GESELLSCHAFT SCHWEIZER TIERARZTINNEN & TIERARZTE,0036-7281,1664-2848,VETERINARY SCIENCES,SCIE,664,0.8,Q3,0.44,0%
Iranian Journal of Veterinary Research,IRAN J VET RES,SHIRAZ UNIV,1728-1997,N/A,VETERINARY SCIENCES,SCIE,799,0.8,Q3,0.42,0%
EQUINE VETERINARY EDUCATION,EQUINE VET EDUC,WILEY,0957-7734,2042-3292,VETERINARY SCIENCES,SCIE,"1,828",0.8,Q3,0.41,27.17%
Kafkas Universitesi Veteriner Fakultesi Dergisi,KAFKAS UNIV VET FAK,"KAFKAS UNIV, VETERINER FAKULTESI DERGISI",1300-6045,1309-2251,VETERINARY SCIENCES,SCIE,"1,182",0.8,Q3,0.39,99.02%
JOURNAL OF COMPARATIVE PATHOLOGY,J COMP PATHOL,ELSEVIER SCI LTD,0021-9975,1532-3129,VETERINARY SCIENCES,SCIE,"3,341",0.8,Q3,0.38,27.52%
POLISH JOURNAL OF VETERINARY SCIENCES,POL J VET SCI,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES, UNIV WARMIA & MAZURY OLSZTYN",1505-1773,2300-2557,VETERINARY SCIENCES,SCIE,"1,182",0.8,Q3,0.38,28.88%
JOURNAL OF MEDICAL PRIMATOLOGY,J MED PRIMATOL,WILEY,0047-2565,1600-0684,VETERINARY SCIENCES,SCIE,825,0.8,Q3,0.36,10.76%
AUSTRAL JOURNAL OF VETERINARY SCIENCES,AUSTRAL J VET SCI,"UNIV AUSTRAL CHILE, FAC CIENCIAS VETERINARIAS",0719-8000,0719-8132,VETERINARY SCIENCES,SCIE,124,0.8,Q3,0.33,38.10%
PESQUISA VETERINARIA BRASILEIRA,PESQUI VET BRASIL,REVISTA PESQUISA VETERINARIA BRASILEIRA,0100-736X,1678-5150,VETERINARY SCIENCES,SCIE,"1,879",0.8,Q3,0.27,88.02%
ACTA VETERINARIA HUNGARICA,ACTA VET HUNG,AKADEMIAI KIADO ZRT,0236-6290,1588-2705,VETERINARY SCIENCES,SCIE,862,0.7,Q3,0.4,29.17%
Ankara Universitesi Veteriner Fakultesi Dergisi,ANKARA UNIV VET FAK,ANKARA UNIV,1300-0861,1308-2817,VETERINARY SCIENCES,SCIE,500,0.7,Q3,0.37,98.31%
JOURNAL OF VETERINARY DENTISTRY,J VET DENT,SAGE PUBLICATIONS INC,0898-7564,2470-4083,VETERINARY SCIENCES,SCIE,637,0.7,Q3,0.37,5.11%
JOURNAL OF ZOO AND WILDLIFE MEDICINE,J ZOO WILDLIFE MED,AMER ASSOC ZOO VETERINARIANS,1042-7260,1937-2825,VETERINARY SCIENCES,SCIE,"2,346",0.7,Q3,0.36,0%
ACTA VETERINARIA-BEOGRAD,ACTA VET-BEOGRAD,SCIENDO,0567-8315,1820-7448,VETERINARY SCIENCES,SCIE,460,0.7,Q3,0.3,99.17%
Journal of Feline Medicine and Surgery Open Reports,J FELINE MED SURG OP,SAGE PUBLICATIONS LTD,2055-1169,2055-1169,VETERINARY SCIENCES,ESCI,352,0.7,Q3,0.3,89.73%
SOCIETY & ANIMALS,SOC ANIM,BRILL,1063-1119,1568-5306,VETERINARY SCIENCES,SCIE,804,0.6,Q3,0.4,6.96%
Comparative Exercise Physiology,COMP EXERC PHYSIOL,WAGENINGEN ACADEMIC PUBLISHERS,1755-2540,1755-2559,VETERINARY SCIENCES,ESCI,300,0.6,Q3,0.38,5.23%
VETERINARNI MEDICINA,VET MED-CZECH,CZECH ACADEMY AGRICULTURAL SCIENCES,0375-8427,1805-9392,VETERINARY SCIENCES,SCIE,"1,733",0.6,Q3,0.32,97.09%
INRAE Productions Animales,INRAE PROD ANIM,INRAE,N/A,2824-3633,VETERINARY SCIENCES,SCIE,235,0.6,Q3,0.31,97.18%
ACTA VETERINARIA BRNO,ACTA VET BRNO,VETERINARNI A FARMACEUTICKA UNIVERZITA BRNO,0001-7213,1801-7576,VETERINARY SCIENCES,SCIE,"1,002",0.6,Q3,0.3,100%
FISH PATHOLOGY,FISH PATHOL,JAPAN SOC FISH PATHOL DEPT FISHERIES-FAC AGR,0388-788X,1881-7335,VETERINARY SCIENCES,SCIE,802,0.6,Q3,0.29,0%
Journal of Animal and Plant Sciences-JAPS,J ANIM PLANT SCI-PAK,PAKISTAN AGRICULTURAL SCIENTISTS FORUM,1018-7081,2309-8694,VETERINARY SCIENCES,SCIE,"2,331",0.6,Q3,0.24,65.09%
JOURNAL OF AVIAN MEDICINE AND SURGERY,J AVIAN MED SURG,ASSOC AVIAN VETERINARIANS,1082-6742,1938-2871,VETERINARY SCIENCES,SCIE,699,0.6,Q3,0.21,0%
Veterinaria Italiana,VET ITAL,IST ZOOPROFILATTICO SPERIMENTALE ABRUZZO & MOLISE G CAPORALE-IZS A&M,0505-401X,1828-1427,VETERINARY SCIENCES,SCIE,727,0.5,Q4,0.32,0%
TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,TURK J VET ANIM SCI,Tubitak Scientific & Technological Research Council Turkey,1300-0128,1300-0128,VETERINARY SCIENCES,SCIE,"1,576",0.5,Q4,0.28,94.91%
Journal of Exotic Pet Medicine,J EXOT PET MED,ELSEVIER SCIENCE INC,1557-5063,1931-6283,VETERINARY SCIENCES,SCIE,563,0.5,Q4,0.23,8.41%
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,BERL MUNCH TIERARZTL,SCHLUETERSCHE VERLAGSGESELLSCHAFT MBH & CO KG,0005-9366,1439-0299,VETERINARY SCIENCES,SCIE,564,0.5,Q4,0.18,0%
EGYPTIAN JOURNAL OF VETERINARY SCIENCE,EGYPT J VET SCI,NATL INFORMATION DOCUMENTATION CENTRE,1110-0222,2357-089X,VETERINARY SCIENCES,ESCI,125,0.4,Q4,0.26,97.93%
JAPANESE JOURNAL OF VETERINARY RESEARCH,JPN J VET RES,HOKKAIDO UNIV,0047-1917,0047-1917,VETERINARY SCIENCES,SCIE,306,0.4,Q4,0.23,0%
TIERAERZTLICHE PRAXIS AUSGABE GROSSTIERE NUTZTIERE,TIERAERZTL PRAX G N,GEORG THIEME VERLAG KG,1434-1220,2567-5834,VETERINARY SCIENCES,SCIE,256,0.4,Q4,0.23,6.96%
