Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
AQUATIC TOXICOLOGY,AQUAT TOXICOL,ELSEVIER,0166-445X,1879-1514,MARINE & FRESHWATER BIOLOGY,SCIE,"16,988",4.1,Q1,1.4,16.32%
Journal of Marine Engineering and Technology,J MAR ENG TECHNOL,TAYLOR & FRANCIS LTD,2046-4177,2056-8487,"ENGINEERING, MARINE",SCIE,611,4.1,Q1,1.08,15.79%
Ocean Science,OCEAN SCI,COPERNICUS GESELLSCHAFT MBH,1812-0784,1812-0792,OCEANOGRAPHY,SCIE,"3,747",4.1,Q1,1.02,100%
MARINE STRUCTURES,MAR STRUCT,ELSEVIER SCI LTD,0951-8339,1873-4170,"ENGINEERING, MARINE",SCIE,"5,112",4,Q1,1.13,21.72%
AQUACULTURE,AQUACULTURE,ELSEVIER,0044-8486,1873-5622,FISHERIES,SCIE,"55,100",3.9,Q1,1.54,15.72%
AQUACULTURE,AQUACULTURE,ELSEVIER,0044-8486,1873-5622,MARINE & FRESHWATER BIOLOGY,SCIE,"55,100",3.9,Q1,1.54,15.72%
Brodogradnja,BRODOGRADNJA,UNIV ZAGREB FAC MECHANICAL ENGINEERING & NAVAL ARCHITECTURE,0007-215X,1845-5859,"ENGINEERING, MARINE",SCIE,543,3.9,Q1,0.94,94.68%
AQUACULTURE ECONOMICS & MANAGEMENT,AQUACULT ECON MANAG,TAYLOR & FRANCIS INC,1365-7305,1551-8663,FISHERIES,SCIE,"1,122",3.8,Q1,1.34,16.67%
LIMNOLOGY AND OCEANOGRAPHY,LIMNOL OCEANOGR,WILEY,0024-3590,1939-5590,OCEANOGRAPHY,SCIE,"28,412",3.8,Q1,1.32,51.33%
IEEE JOURNAL OF OCEANIC ENGINEERING,IEEE J OCEANIC ENG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0364-9059,1558-1691,"ENGINEERING, OCEAN",SCIE,"6,569",3.8,Q2,1.09,14.78%
IEEE JOURNAL OF OCEANIC ENGINEERING,IEEE J OCEANIC ENG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0364-9059,1558-1691,OCEANOGRAPHY,SCIE,"6,569",3.8,Q1,1.09,14.78%
PROGRESS IN OCEANOGRAPHY,PROG OCEANOGR,PERGAMON-ELSEVIER SCIENCE LTD,0079-6611,1873-4472,OCEANOGRAPHY,SCIE,"11,535",3.8,Q1,0.94,47.74%
AQUACULTURAL ENGINEERING,AQUACULT ENG,ELSEVIER SCI LTD,0144-8609,1873-5614,FISHERIES,SCIE,"3,601",3.6,Q1,1.02,27.39%
JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,J GEOPHYS RES-OCEANS,AMER GEOPHYSICAL UNION,2169-9275,2169-9291,OCEANOGRAPHY,SCIE,"43,373",3.3,Q1,1.13,33.81%
MICROBIAL ECOLOGY,MICROB ECOL,SPRINGER,0095-3628,1432-184X,MARINE & FRESHWATER BIOLOGY,SCIE,"12,746",3.3,Q1,1,22.48%
Aquaculture Reports,AQUACULT REP,ELSEVIER,2352-5134,2352-5134,FISHERIES,SCIE,"5,214",3.2,Q1,1.29,96.51%
Paleoceanography and Paleoclimatology,PALEOCEANOGR PALEOCL,AMER GEOPHYSICAL UNION,2572-4517,2572-4525,OCEANOGRAPHY,SCIE,"2,031",3.2,Q1,1.21,39.66%
OCEANOGRAPHY,OCEANOGRAPHY,OCEANOGRAPHY SOC,1042-8275,1042-8275,OCEANOGRAPHY,SCIE,"4,830",3.2,Q1,0.86,77.40%
ICES JOURNAL OF MARINE SCIENCE,ICES J MAR SCI,OXFORD UNIV PRESS,1054-3139,1095-9289,FISHERIES,SCIE,"13,710",3.1,Q1,1.14,55.18%
ICES JOURNAL OF MARINE SCIENCE,ICES J MAR SCI,OXFORD UNIV PRESS,1054-3139,1095-9289,MARINE & FRESHWATER BIOLOGY,SCIE,"13,710",3.1,Q1,1.14,55.18%
ICES JOURNAL OF MARINE SCIENCE,ICES J MAR SCI,OXFORD UNIV PRESS,1054-3139,1095-9289,OCEANOGRAPHY,SCIE,"13,710",3.1,Q1,1.14,55.18%
OCEAN MODELLING,OCEAN MODEL,ELSEVIER SCI LTD,1463-5003,1463-5011,OCEANOGRAPHY,SCIE,"5,341",3.1,Q1,0.9,47.01%
ALGAE,ALGAE-SEOUL,KOREAN SOC PHYCOLOGY,1226-2617,2093-0860,MARINE & FRESHWATER BIOLOGY,SCIE,939,3.1,Q1,0.81,100%
AQUACULTURE NUTRITION,AQUACULT NUTR,WILEY-HINDAWI,1353-5773,1365-2095,FISHERIES,SCIE,"6,936",3,Q1,1.14,78.82%
MARINE ENVIRONMENTAL RESEARCH,MAR ENVIRON RES,ELSEVIER SCI LTD,0141-1136,1879-0291,MARINE & FRESHWATER BIOLOGY,SCIE,"9,277",3,Q1,0.88,26.04%
MARINE CHEMISTRY,MAR CHEM,ELSEVIER,0304-4203,1872-7581,OCEANOGRAPHY,SCIE,"9,699",3,Q1,0.79,37.50%
JOURNAL OF PHYSICAL OCEANOGRAPHY,J PHYS OCEANOGR,AMER METEOROLOGICAL SOC,0022-3670,1520-0485,OCEANOGRAPHY,SCIE,"17,737",2.8,Q1,1.02,4.17%
JOURNAL OF APPLIED PHYCOLOGY,J APPL PHYCOL,SPRINGER,0921-8971,1573-5176,MARINE & FRESHWATER BIOLOGY,SCIE,"13,624",2.8,Q1,0.89,22.48%
JOURNAL OF PHYCOLOGY,J PHYCOL,WILEY,0022-3646,1529-8817,MARINE & FRESHWATER BIOLOGY,SCIE,"8,881",2.8,Q1,0.86,26.45%
FRESHWATER BIOLOGY,FRESHWATER BIOL,WILEY,0046-5070,1365-2427,MARINE & FRESHWATER BIOLOGY,SCIE,"13,915",2.8,Q1,0.84,36.71%
Frontiers in Marine Science,FRONT MAR SCI,FRONTIERS MEDIA SA,N/A,2296-7745,MARINE & FRESHWATER BIOLOGY,SCIE,"31,986",2.8,Q1,0.8,99.59%
DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY,DEV COMP IMMUNOL,ELSEVIER SCI LTD,0145-305X,1879-0089,FISHERIES,SCIE,"10,378",2.7,Q1,1.14,12.65%
CORAL REEFS,CORAL REEFS,SPRINGER,0722-4028,1432-0975,MARINE & FRESHWATER BIOLOGY,SCIE,"7,631",2.7,Q1,1.12,36.97%
Inland Waters,INLAND WATERS,TAYLOR & FRANCIS LTD,2044-2041,2044-205X,MARINE & FRESHWATER BIOLOGY,SCIE,"1,177",2.7,Q1,0.99,27.62%
Journal of Marine Science and Engineering,J MAR SCI ENG,MDPI,N/A,2077-1312,"ENGINEERING, MARINE",SCIE,"16,286",2.7,Q1,0.85,99.95%
Journal of Marine Science and Engineering,J MAR SCI ENG,MDPI,N/A,2077-1312,"ENGINEERING, OCEAN",SCIE,"16,286",2.7,Q2,0.85,99.95%
Journal of Marine Science and Engineering,J MAR SCI ENG,MDPI,N/A,2077-1312,OCEANOGRAPHY,SCIE,"16,286",2.7,Q2,0.85,99.95%
JOURNAL OF MARINE SYSTEMS,J MARINE SYST,ELSEVIER,0924-7963,1879-1573,MARINE & FRESHWATER BIOLOGY,SCIE,"6,958",2.7,Q1,0.83,26.83%
JOURNAL OF MARINE SYSTEMS,J MARINE SYST,ELSEVIER,0924-7963,1879-1573,OCEANOGRAPHY,SCIE,"6,958",2.7,Q2,0.83,26.83%
JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,J MAR SCI TECH-JAPAN,SPRINGER JAPAN KK,0948-4280,1437-8213,"ENGINEERING, MARINE",SCIE,"2,499",2.7,Q1,0.59,19.25%
OCEANOLOGIA,OCEANOLOGIA,POLISH ACAD SCIENCES INST OCEANOLOGY,0078-3234,2300-7370,OCEANOGRAPHY,SCIE,"1,524",2.6,Q2,0.96,96.40%
ESTUARINE COASTAL AND SHELF SCIENCE,ESTUAR COAST SHELF S,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0272-7714,1096-0015,MARINE & FRESHWATER BIOLOGY,SCIE,"20,041",2.6,Q1,0.93,31.34%
ESTUARINE COASTAL AND SHELF SCIENCE,ESTUAR COAST SHELF S,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0272-7714,1096-0015,OCEANOGRAPHY,SCIE,"20,041",2.6,Q2,0.93,31.34%
MARINE GEOLOGY,MAR GEOL,ELSEVIER,0025-3227,1872-6151,OCEANOGRAPHY,SCIE,"13,454",2.6,Q2,0.84,27.36%
MARINE BIOTECHNOLOGY,MAR BIOTECHNOL,SPRINGER,1436-2228,1436-2236,MARINE & FRESHWATER BIOLOGY,SCIE,"3,410",2.6,Q1,0.83,9.23%
BIOFOULING,BIOFOULING,TAYLOR & FRANCIS LTD,0892-7014,1029-2454,MARINE & FRESHWATER BIOLOGY,SCIE,"5,312",2.6,Q1,0.72,5.48%
Journal of Southern Hemisphere Earth Systems Science,J SO HEMISPH EARTH,CSIRO PUBLISHING,N/A,2206-5865,OCEANOGRAPHY,SCIE,356,2.5,Q2,1.02,98%
FISH PHYSIOLOGY AND BIOCHEMISTRY,FISH PHYSIOL BIOCHEM,SPRINGER,0920-1742,1573-5168,FISHERIES,SCIE,"5,988",2.5,Q1,0.82,9.97%
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,AQUAT CONSERV,WILEY,1052-7613,1099-0755,MARINE & FRESHWATER BIOLOGY,SCIE,"5,730",2.5,Q1,0.67,24.95%
FISHERIES,FISHERIES,WILEY,0363-2415,1548-8446,FISHERIES,SCIE,"2,687",2.4,Q1,0.87,25.49%
JOURNAL OF GREAT LAKES RESEARCH,J GREAT LAKES RES,ELSEVIER SCI LTD,0380-1330,0380-1330,MARINE & FRESHWATER BIOLOGY,SCIE,"6,106",2.4,Q1,0.75,46.90%
Animal Biotelemetry,ANIM BIOTELEM,SPRINGERNATURE,N/A,2050-3385,MARINE & FRESHWATER BIOLOGY,SCIE,900,2.4,Q1,0.74,100%
DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,DEEP-SEA RES PT II,PERGAMON-ELSEVIER SCIENCE LTD,0967-0645,1879-0100,OCEANOGRAPHY,SCIE,"11,010",2.3,Q2,0.9,41.04%
MEDITERRANEAN MARINE SCIENCE,MEDITERR MAR SCI,NATL CENTRE MARINE RESEARCH,1108-393X,N/A,MARINE & FRESHWATER BIOLOGY,SCIE,"1,772",2.3,Q1,0.85,91.24%
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,DEEP-SEA RES PT I,PERGAMON-ELSEVIER SCIENCE LTD,0967-0637,1879-0119,OCEANOGRAPHY,SCIE,"8,866",2.3,Q2,0.82,34.15%
JOURNAL OF THE WORLD AQUACULTURE SOCIETY,J WORLD AQUACULT SOC,WILEY,0893-8849,1749-7345,FISHERIES,SCIE,"3,518",2.3,Q2,0.79,85.43%
International Journal of Naval Architecture and Ocean Engineering,INT J NAV ARCH OCEAN,SOC NAVAL ARCHITECTS KOREA,2092-6782,2092-6790,"ENGINEERING, MARINE",SCIE,"1,939",2.3,Q2,0.7,98.97%
Estuaries and Coasts,ESTUAR COAST,SPRINGER,1559-2723,1559-2731,MARINE & FRESHWATER BIOLOGY,SCIE,"5,876",2.3,Q1,0.68,31.42%
JOURNAL OF FISH DISEASES,J FISH DIS,WILEY,0140-7775,1365-2761,FISHERIES,SCIE,"6,357",2.2,Q2,0.92,18.52%
JOURNAL OF FISH DISEASES,J FISH DIS,WILEY,0140-7775,1365-2761,MARINE & FRESHWATER BIOLOGY,SCIE,"6,357",2.2,Q1,0.92,18.52%
Egyptian Journal of Aquatic Research,EGYPT J AQUATIC RES,ELSEVIER,1687-4285,2090-3278,MARINE & FRESHWATER BIOLOGY,ESCI,"1,753",2.2,Q1,0.89,96.11%
FISHERIES RESEARCH,FISH RES,ELSEVIER,0165-7836,1872-6763,FISHERIES,SCIE,"10,959",2.2,Q2,0.88,36.46%
AQUACULTURE INTERNATIONAL,AQUACULT INT,SPRINGER,0967-6120,1573-143X,FISHERIES,SCIE,"4,846",2.2,Q2,0.83,11.23%
Aquaculture Environment Interactions,AQUACULT ENV INTERAC,INTER-RESEARCH,1869-215X,1869-7534,FISHERIES,SCIE,"1,231",2.2,Q2,0.8,100%
Aquaculture Environment Interactions,AQUACULT ENV INTERAC,INTER-RESEARCH,1869-215X,1869-7534,MARINE & FRESHWATER BIOLOGY,SCIE,"1,231",2.2,Q1,0.8,100%
OCEAN DYNAMICS,OCEAN DYNAM,SPRINGER HEIDELBERG,1616-7341,1616-7228,OCEANOGRAPHY,SCIE,"3,158",2.2,Q2,0.8,26.62%
HYDROBIOLOGIA,HYDROBIOLOGIA,SPRINGER,0018-8158,1573-5117,MARINE & FRESHWATER BIOLOGY,SCIE,"24,524",2.2,Q1,0.79,27.22%
MARINE ECOLOGY PROGRESS SERIES,MAR ECOL PROG SER,INTER-RESEARCH,0171-8630,1616-1599,MARINE & FRESHWATER BIOLOGY,SCIE,"34,544",2.2,Q1,0.79,33.71%
MARINE ECOLOGY PROGRESS SERIES,MAR ECOL PROG SER,INTER-RESEARCH,0171-8630,1616-1599,OCEANOGRAPHY,SCIE,"34,544",2.2,Q2,0.79,33.71%
Aquatic Invasions,AQUAT INVASIONS,REGIONAL EURO-ASIAN BIOLOGICAL INVASIONS CENTRE-REABIC,1798-6540,1818-5487,MARINE & FRESHWATER BIOLOGY,SCIE,"1,725",2.2,Q1,0.71,100%
Fish and Shellfish Immunology Reports,FISH SHELL IMMUN REP,ELSEVIER,2667-0119,2667-0119,FISHERIES,ESCI,164,2.2,Q2,0.59,88.35%
Fish and Shellfish Immunology Reports,FISH SHELL IMMUN REP,ELSEVIER,2667-0119,2667-0119,MARINE & FRESHWATER BIOLOGY,ESCI,164,2.2,Q1,0.59,88.35%
Fishes,FISHES-BASEL,MDPI,N/A,2410-3888,FISHERIES,SCIE,"1,900",2.1,Q2,0.84,100%
Fishes,FISHES-BASEL,MDPI,N/A,2410-3888,MARINE & FRESHWATER BIOLOGY,SCIE,"1,900",2.1,Q2,0.84,100%
MARINE BIOLOGY,MAR BIOL,SPRINGER HEIDELBERG,0025-3162,1432-1793,MARINE & FRESHWATER BIOLOGY,SCIE,"15,803",2.1,Q2,0.8,30.65%
LIMNOLOGY AND OCEANOGRAPHY-METHODS,LIMNOL OCEANOGR-METH,WILEY,1541-5856,1541-5856,OCEANOGRAPHY,SCIE,"3,759",2.1,Q2,0.79,59.34%
CONTINENTAL SHELF RESEARCH,CONT SHELF RES,PERGAMON-ELSEVIER SCIENCE LTD,0278-4343,1873-6955,OCEANOGRAPHY,SCIE,"9,876",2.1,Q2,0.76,28.13%
JOURNAL OF SEA RESEARCH,J SEA RES,ELSEVIER,1385-1101,1873-1414,MARINE & FRESHWATER BIOLOGY,SCIE,"3,769",2.1,Q2,0.73,80.39%
JOURNAL OF SEA RESEARCH,J SEA RES,ELSEVIER,1385-1101,1873-1414,OCEANOGRAPHY,SCIE,"3,769",2.1,Q2,0.73,80.39%
Regional Studies in Marine Science,REG STUD MAR SCI,ELSEVIER,2352-4855,2352-4855,MARINE & FRESHWATER BIOLOGY,SCIE,"4,388",2.1,Q2,0.67,11.65%
BIOLOGICAL BULLETIN,BIOL BULL-US,UNIV CHICAGO PRESS,0006-3185,1939-8697,MARINE & FRESHWATER BIOLOGY,SCIE,"4,383",2.1,Q2,0.6,2.94%
MARINE MAMMAL SCIENCE,MAR MAMMAL SCI,WILEY,0824-0469,1748-7692,MARINE & FRESHWATER BIOLOGY,SCIE,"4,145",2,Q2,0.9,24.29%
FISHERIES MANAGEMENT AND ECOLOGY,FISHERIES MANAG ECOL,WILEY,0969-997X,1365-2400,FISHERIES,SCIE,"2,079",2,Q2,0.75,27.75%
Marine Resource Economics,MAR RESOUR ECON,UNIV CHICAGO PRESS,0738-1360,2334-5985,FISHERIES,SCIE,"1,001",2,Q2,0.74,0%
EUROPEAN JOURNAL OF PHYCOLOGY,EUR J PHYCOL,TAYLOR & FRANCIS LTD,0967-0262,1469-4433,MARINE & FRESHWATER BIOLOGY,SCIE,"2,329",2,Q2,0.71,9.38%
AQUATIC SCIENCES,AQUAT SCI,SPRINGER BASEL AG,1015-1621,1420-9055,MARINE & FRESHWATER BIOLOGY,SCIE,"3,213",2,Q2,0.65,25.61%
TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,T AM FISH SOC,WILEY,0002-8487,1548-8659,FISHERIES,SCIE,"6,300",2,Q2,0.64,24.52%
MARINE GEORESOURCES & GEOTECHNOLOGY,MAR GEORESOUR GEOTEC,TAYLOR & FRANCIS INC,1064-119X,1521-0618,"ENGINEERING, OCEAN",SCIE,"2,598",2,Q2,0.62,1.30%
MARINE GEORESOURCES & GEOTECHNOLOGY,MAR GEORESOUR GEOTEC,TAYLOR & FRANCIS INC,1064-119X,1521-0618,OCEANOGRAPHY,SCIE,"2,598",2,Q2,0.62,1.30%
Polish Maritime Research,POL MARIT RES,SCIENDO,1233-2585,2083-7429,"ENGINEERING, MARINE",SCIE,"1,078",2,Q2,0.61,100%
MARINE GEODESY,MAR GEOD,TAYLOR & FRANCIS INC,0149-0419,1521-060X,OCEANOGRAPHY,SCIE,"1,246",2,Q2,0.52,11.25%
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,CAN J FISH AQUAT SCI,CANADIAN SCIENCE PUBLISHING,0706-652X,1205-7533,FISHERIES,SCIE,"15,184",1.9,Q2,0.86,33.66%
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,CAN J FISH AQUAT SCI,CANADIAN SCIENCE PUBLISHING,0706-652X,1205-7533,MARINE & FRESHWATER BIOLOGY,SCIE,"15,184",1.9,Q2,0.86,33.66%
JOURNAL OF NAVIGATION,J NAVIGATION,CAMBRIDGE UNIV PRESS,0373-4633,1469-7785,"ENGINEERING, MARINE",SCIE,"2,696",1.9,Q2,0.81,18.09%
JOURNAL OF NAVIGATION,J NAVIGATION,CAMBRIDGE UNIV PRESS,0373-4633,1469-7785,OCEANOGRAPHY,SCIE,"2,696",1.9,Q2,0.81,18.09%
FISHERIES OCEANOGRAPHY,FISH OCEANOGR,WILEY,1054-6006,1365-2419,FISHERIES,SCIE,"2,302",1.9,Q2,0.78,28.21%
FISHERIES OCEANOGRAPHY,FISH OCEANOGR,WILEY,1054-6006,1365-2419,OCEANOGRAPHY,SCIE,"2,302",1.9,Q2,0.78,28.21%
JOURNAL OF PLANKTON RESEARCH,J PLANKTON RES,OXFORD UNIV PRESS,0142-7873,1464-3774,MARINE & FRESHWATER BIOLOGY,SCIE,"6,254",1.9,Q2,0.68,25.12%
JOURNAL OF PLANKTON RESEARCH,J PLANKTON RES,OXFORD UNIV PRESS,0142-7873,1464-3774,OCEANOGRAPHY,SCIE,"6,254",1.9,Q2,0.68,25.12%
AQUACULTURE RESEARCH,AQUAC RES,WILEY,1355-557X,1365-2109,FISHERIES,SCIE,"13,140",1.9,Q2,0.67,80.57%
JOURNAL OF MOLLUSCAN STUDIES,J MOLLUS STUD,OXFORD UNIV PRESS,0260-1230,1464-3766,MARINE & FRESHWATER BIOLOGY,SCIE,"1,755",1.9,Q2,0.64,12.04%
AQUATIC BOTANY,AQUAT BOT,ELSEVIER,0304-3770,1879-1522,MARINE & FRESHWATER BIOLOGY,SCIE,"5,369",1.9,Q2,0.59,19.05%
DIATOM RESEARCH,DIATOM RES,TAYLOR & FRANCIS LTD,0269-249X,2159-8347,MARINE & FRESHWATER BIOLOGY,SCIE,747,1.9,Q2,0.59,7.69%
Journal of Marine Science and Application,J MAR SCI APPL,SPRINGERNATURE,1671-9433,1993-5048,"ENGINEERING, MARINE",ESCI,"1,088",1.9,Q2,0.58,21.43%
JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,J ATMOS OCEAN TECH,AMER METEOROLOGICAL SOC,0739-0572,1520-0426,"ENGINEERING, OCEAN",SCIE,"9,818",1.9,Q2,0.54,3.85%
COASTAL ENGINEERING JOURNAL,COAST ENG J,TAYLOR & FRANCIS LTD,2166-4250,1793-6292,"ENGINEERING, OCEAN",SCIE,936,1.9,Q2,0.53,32.73%
DYNAMICS OF ATMOSPHERES AND OCEANS,DYNAM ATMOS OCEANS,ELSEVIER,0377-0265,1872-6879,OCEANOGRAPHY,SCIE,"1,449",1.9,Q2,0.49,23.29%
POLAR RESEARCH,POLAR RES-SWEDEN,OPEN ACADEMIA AB,0800-0395,1751-8369,OCEANOGRAPHY,SCIE,"1,640",1.9,Q2,0.43,100%
Marine and Coastal Fisheries,MAR COAST FISH,WILEY,1942-5120,1942-5120,FISHERIES,SCIE,999,1.8,Q2,0.68,90%
Marine and Coastal Fisheries,MAR COAST FISH,WILEY,1942-5120,1942-5120,MARINE & FRESHWATER BIOLOGY,SCIE,999,1.8,Q2,0.68,90%
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,J EXP MAR BIOL ECOL,ELSEVIER,0022-0981,1879-1697,MARINE & FRESHWATER BIOLOGY,SCIE,"13,470",1.8,Q2,0.64,29.67%
MARINE AND FRESHWATER RESEARCH,MAR FRESHWATER RES,CSIRO PUBLISHING,1323-1650,1448-6059,FISHERIES,SCIE,"5,751",1.8,Q2,0.63,39.10%
MARINE AND FRESHWATER RESEARCH,MAR FRESHWATER RES,CSIRO PUBLISHING,1323-1650,1448-6059,MARINE & FRESHWATER BIOLOGY,SCIE,"5,751",1.8,Q2,0.63,39.10%
MARINE AND FRESHWATER RESEARCH,MAR FRESHWATER RES,CSIRO PUBLISHING,1323-1650,1448-6059,OCEANOGRAPHY,SCIE,"5,751",1.8,Q3,0.63,39.10%
CHINA OCEAN ENGINEERING,CHINA OCEAN ENG,SPRINGER MEDIZIN VERLAG GmBH,0890-5487,2191-8945,"ENGINEERING, OCEAN",SCIE,"1,358",1.8,Q3,0.43,82.94%
AQUATIC ECOLOGY,AQUAT ECOL,SPRINGER,1386-2588,1573-5125,MARINE & FRESHWATER BIOLOGY,SCIE,"2,292",1.7,Q2,0.64,11.76%
JOURNAL OF FISH BIOLOGY,J FISH BIOL,WILEY,0022-1112,1095-8649,FISHERIES,SCIE,"15,468",1.7,Q2,0.63,22.48%
JOURNAL OF FISH BIOLOGY,J FISH BIOL,WILEY,0022-1112,1095-8649,MARINE & FRESHWATER BIOLOGY,SCIE,"15,468",1.7,Q2,0.63,22.48%
Freshwater Science,FRESHW SCI,UNIV CHICAGO PRESS,2161-9549,2161-9565,MARINE & FRESHWATER BIOLOGY,SCIE,"2,115",1.7,Q2,0.6,13.49%
Ships and Offshore Structures,SHIPS OFFSHORE STRUC,TAYLOR & FRANCIS LTD,1744-5302,1754-212X,"ENGINEERING, MARINE",SCIE,"2,381",1.7,Q2,0.57,10.08%
ENVIRONMENTAL FLUID MECHANICS,ENVIRON FLUID MECH,SPRINGER,1567-7419,1573-1510,OCEANOGRAPHY,SCIE,"1,743",1.7,Q3,0.51,28.74%
