Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
PALEOBIOLOGY,PALEOBIOLOGY,CAMBRIDGE UNIV PRESS,0094-8373,1938-5331,BIODIVERSITY CONSERVATION,SCIE,"4,128",2.6,Q2,0.94,65.87%
Endangered Species Research,ENDANGER SPECIES RES,INTER-RESEARCH,1863-5407,1613-4796,BIODIVERSITY CONSERVATION,SCIE,"3,111",2.6,Q2,0.75,100%
Conservation Physiology,CONSERV PHYSIOL,OXFORD UNIV PRESS,2051-1434,2051-1434,BIODIVERSITY CONSERVATION,SCIE,"2,521",2.6,Q2,0.73,92.83%
Biodiversity Informatics,BIODIVERS INFORM,"UNIV KANSAS, NATURAL HISTORY MUSEUM & BIODIVERSITY RESEARCH CTR",N/A,1546-9735,BIODIVERSITY CONSERVATION,ESCI,266,2.5,Q2,0.97,12.50%
URBAN ECOSYSTEMS,URBAN ECOSYST,SPRINGER,1083-8155,1573-1642,BIODIVERSITY CONSERVATION,SCIE,"4,785",2.5,Q2,0.72,29.85%
Animal Biotelemetry,ANIM BIOTELEM,SPRINGERNATURE,N/A,2050-3385,BIODIVERSITY CONSERVATION,SCIE,900,2.4,Q2,0.74,100%
ORYX,ORYX,CAMBRIDGE UNIV PRESS,0030-6053,1365-3008,BIODIVERSITY CONSERVATION,SCIE,"4,004",2.2,Q2,0.69,99.38%
JOURNAL FOR NATURE CONSERVATION,J NAT CONSERV,ELSEVIER GMBH,1617-1381,1618-1093,BIODIVERSITY CONSERVATION,SCIE,"2,834",2.2,Q2,0.61,23.96%
ENVIRONMENTAL CONSERVATION,ENVIRON CONSERV,CAMBRIDGE UNIV PRESS,0376-8929,1469-4387,BIODIVERSITY CONSERVATION,SCIE,"3,815",2.2,Q2,0.49,41.51%
Bulletin of the Peabody Museum of Natural History,B PEABODY MUS NAT HI,PEABODY MUSEUM NATURAL HISTORY-YALE UNIV,0079-032X,2162-4135,BIODIVERSITY CONSERVATION,SCIE,336,2.2,Q2,0.42,0%
Diversity-Basel,DIVERSITY-BASEL,MDPI,N/A,1424-2818,BIODIVERSITY CONSERVATION,SCIE,"7,632",2.1,Q2,0.63,99.80%
Journal of Zoological and Botanical Gardens,J ZOOL BOT GARD,MDPI,N/A,2673-5636,BIODIVERSITY CONSERVATION,ESCI,262,2.1,Q2,0.61,100%
Nature Conservation-Bulgaria,NAT CONSERV-BULGARIA,PENSOFT PUBLISHERS,1314-6947,1314-3301,BIODIVERSITY CONSERVATION,SCIE,668,2.1,Q2,0.55,99.04%
CONSERVATION GENETICS,CONSERV GENET,SPRINGER,1566-0621,1572-9737,BIODIVERSITY CONSERVATION,SCIE,"4,159",2,Q2,0.52,31.47%
Frontiers in Conservation Science,FRONT CONSERV SCI,FRONTIERS MEDIA SA,N/A,2673-611X,BIODIVERSITY CONSERVATION,ESCI,521,1.9,Q2,0.4,99.72%
SYSTEMATICS AND BIODIVERSITY,SYST BIODIVERS,TAYLOR & FRANCIS LTD,1477-2000,1478-0933,BIODIVERSITY CONSERVATION,SCIE,"1,216",1.8,Q2,0.53,8.59%
Food Webs,FOOD WEBS,ELSEVIER,2352-2496,2352-2496,BIODIVERSITY CONSERVATION,SCIE,585,1.8,Q2,0.49,24.31%
Landscape and Ecological Engineering,LANDSC ECOL ENG,SPRINGER JAPAN KK,1860-1871,1860-188X,BIODIVERSITY CONSERVATION,SCIE,805,1.7,Q2,0.52,9.09%
Tropical Conservation Science,TROP CONSERV SCI,SAGE PUBLICATIONS INC,1940-0829,1940-0829,BIODIVERSITY CONSERVATION,SCIE,"1,458",1.7,Q2,0.4,100%
HUMAN DIMENSIONS OF WILDLIFE,HUM DIMENS WILDL,TAYLOR & FRANCIS LTD,1087-1209,1533-158X,BIODIVERSITY CONSERVATION,SCIE,"1,724",1.7,Q2,0.39,11.36%
PACIFIC CONSERVATION BIOLOGY,PAC CONSERV BIOL,CSIRO PUBLISHING,1038-2097,2204-4604,BIODIVERSITY CONSERVATION,ESCI,961,1.6,Q3,0.46,44.92%
Ethnobiology and Conservation,ETHNOBIOL CONSERV,"UNIV ESTADUAL PARAIBA, EDITORA-EDUEP",2238-4782,2238-4782,BIODIVERSITY CONSERVATION,ESCI,340,1.6,Q3,0.43,13.33%
BIRD CONSERVATION INTERNATIONAL,BIRD CONSERV INT,CAMBRIDGE UNIV PRESS,0959-2709,1474-0001,BIODIVERSITY CONSERVATION,SCIE,"1,478",1.5,Q3,0.96,31.98%
Marine Biodiversity,MAR BIODIVERS,SPRINGER HEIDELBERG,1867-1616,1867-1624,BIODIVERSITY CONSERVATION,SCIE,"1,753",1.5,Q3,0.5,29.65%
Management of Biological Invasions,MANAG BIOL INVASION,REGIONAL EURO-ASIAN BIOLOGICAL INVASIONS CENTRE-REABIC,1989-8649,N/A,BIODIVERSITY CONSERVATION,SCIE,852,1.5,Q3,0.48,92.64%
POLAR BIOLOGY,POLAR BIOL,SPRINGER,0722-4060,1432-2056,BIODIVERSITY CONSERVATION,SCIE,"6,607",1.5,Q3,0.48,33.41%
BioInvasions Records,BIOINVASIONS REC,REGIONAL EURO-ASIAN BIOLOGICAL INVASIONS CENTRE-REABIC,2242-1300,2242-1300,BIODIVERSITY CONSERVATION,SCIE,"1,081",1.5,Q3,0.41,100%
KOEDOE,KOEDOE,AOSIS,0075-6458,2071-0771,BIODIVERSITY CONSERVATION,SCIE,520,1.5,Q3,0.36,100%
Palaeobiodiversity and Palaeoenvironments,PALAEOBIO PALAEOENV,SPRINGER HEIDELBERG,1867-1594,1867-1608,BIODIVERSITY CONSERVATION,SCIE,630,1.4,Q3,0.67,50.38%
Avian Conservation and Ecology,AVIAN CONSERV ECOL,Resilience Alliance,1712-6568,N/A,BIODIVERSITY CONSERVATION,SCIE,817,1.4,Q3,0.57,99.43%
REVISTA CHILENA DE HISTORIA NATURAL,REV CHIL HIST NAT,SOC BIOLGIA CHILE,0716-078X,0717-6317,BIODIVERSITY CONSERVATION,SCIE,"1,232",1.3,Q3,0.33,100%
Nature Conservation Research,NAT CONSERV RES,SARANSK FOND PODDERZKI & RAZVITIA ZAPOVEDNYH,2500-008X,2500-008X,BIODIVERSITY CONSERVATION,ESCI,339,1.2,Q3,0.44,96.88%
AMERICAN MUSEUM NOVITATES,AM MUS NOVIT,AMER MUSEUM NATURAL HISTORY,0003-0082,1937-352X,BIODIVERSITY CONSERVATION,SCIE,"2,038",1.1,Q3,0.47,0%
Biodiversity Data Journal,BIODIVERS DATA J,PENSOFT PUBLISHERS,1314-2836,1314-2828,BIODIVERSITY CONSERVATION,SCIE,"1,558",1,Q3,0.33,98.95%
BIOTA NEOTROPICA,BIOTA NEOTROP,REVISTA BIOTA NEOTROPICA,1676-0603,1676-0611,BIODIVERSITY CONSERVATION,SCIE,"1,792",1,Q3,0.31,92.20%
ANIMAL BIODIVERSITY AND CONSERVATION,ANIM BIODIV CONSERV,MUSEU DE CIENCIES NATURALS-ZOOLOGIA,1578-665X,2014-928X,BIODIVERSITY CONSERVATION,SCIE,573,1,Q3,0.26,100%
WILDLIFE SOCIETY BULLETIN,WILDLIFE SOC B,WILEY,2328-5540,2328-5540,BIODIVERSITY CONSERVATION,SCIE,"3,770",0.9,Q4,0.32,52.65%
Conservation Genetics Resources,CONSERV GENET RESOUR,SPRINGER,1877-7252,1877-7260,BIODIVERSITY CONSERVATION,SCIE,"1,834",0.9,Q4,0.29,22.82%
Human-Wildlife Interactions,HUM-WILDL INTERACT,JACK H BERRYMAN INST,2155-3858,2155-3874,BIODIVERSITY CONSERVATION,SCIE,478,0.9,Q4,0.22,0%
Journal of Fish and Wildlife Management,J FISH WILDL MANAG,U S FISH & WILDLIFE SERVICE,1944-687X,1944-687X,BIODIVERSITY CONSERVATION,SCIE,571,0.9,Q4,0.22,96.67%
JOURNAL OF NATURAL HISTORY,J NAT HIST,TAYLOR & FRANCIS LTD,0022-2933,1464-5262,BIODIVERSITY CONSERVATION,SCIE,"3,494",0.8,Q4,0.28,6.99%
Journal of Wildlife and Biodiversity,J WILDLIFE BIODIVERS,"ARAK UNIV, ARAK",N/A,2588-3526,BIODIVERSITY CONSERVATION,ESCI,117,0.8,Q4,0.18,0%
Revista Mexicana de Biodiversidad,REV MEX BIODIVERS,"INST BIOLOGIA, UNIV NACIONAL AUTONOMA MEXICO",1870-3453,2007-8706,BIODIVERSITY CONSERVATION,SCIE,"1,736",0.8,Q4,0.16,98.83%
PACHYDERM,PACHYDERM,IUCN-SSC ASIAN ELEPHANT SPECIALIST GROUP,1026-2881,N/A,BIODIVERSITY CONSERVATION,SCIE,180,0.8,Q4,0,3.45%
Neotropical Biology and Conservation,NEOTROP BIOL CONSERV,PENSOFT PUBLISHERS,N/A,2236-3777,BIODIVERSITY CONSERVATION,ESCI,260,0.7,Q4,0.22,94.37%
Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,"AUSTRIAN ACAD SCIENCES PRESS, UNIV INNSBRUCK",2073-106X,2073-1558,BIODIVERSITY CONSERVATION,SCIE,118,0.7,Q4,0.15,98.39%
Check List,CHECK LIST,PENSOFT PUBLISHERS,1809-127X,1809-127X,BIODIVERSITY CONSERVATION,ESCI,"1,209",0.6,Q4,0.22,95.93%
Journal of Asia-Pacific Biodiversity,J ASIA-PAC BIODIVERS,NATL SCIENCE MUSEUM & KOREAN NATL ARBORETUM,N/A,2287-9544,BIODIVERSITY CONSERVATION,ESCI,611,0.6,Q4,0.2,93.64%
SOUTHEASTERN NATURALIST,SOUTHEAST NAT,EAGLE HILL INST,1528-7092,1938-5412,BIODIVERSITY CONSERVATION,SCIE,"1,054",0.6,Q4,0.16,0%
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,P ACAD NAT SCI PHILA,ACAD NATURAL SCIENCES PHILA,0097-3157,N/A,BIODIVERSITY CONSERVATION,SCIE,"1,071",0.5,Q4,0.37,0%
NORTHEASTERN NATURALIST,NORTHEAST NAT,EAGLE HILL INST,1092-6194,1938-5307,BIODIVERSITY CONSERVATION,SCIE,864,0.5,Q4,0.13,0%
WESTERN NORTH AMERICAN NATURALIST,WEST N AM NATURALIST,BRIGHAM YOUNG UNIV,1527-0904,1944-8341,BIODIVERSITY CONSERVATION,SCIE,704,0.5,Q4,0.13,0%
CARIBBEAN JOURNAL OF SCIENCE,CARIBB J SCI,UNIV PUERTO RICO,0008-6452,0008-6452,BIODIVERSITY CONSERVATION,SCIE,439,0.5,Q4,0.1,0%
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,P LINN SOC N S W,LINNEAN SOC NEW SOUTH WALES,0370-047X,N/A,BIODIVERSITY CONSERVATION,SCIE,605,0.2,Q4,0.07,0%
NATURAL HISTORY,NAT HIST,NATURAL HISTORY MAGAZINE,0028-0712,N/A,BIODIVERSITY CONSERVATION,SCIE,372,<0.1,Q4,0,0%
,,,,,,,,,,,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,
