Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
Reviews of Environmental Contamination and Toxicology,REV ENVIRON CONTAM T,SPRINGER,0179-5953,2197-6554,TOXICOLOGY,SCIE,"3,013",6.1,Q1,0.78,11.36%
CRITICAL REVIEWS IN TOXICOLOGY,CRIT REV TOXICOL,TAYLOR & FRANCIS LTD,1040-8444,1547-6898,TOXICOLOGY,SCIE,"4,376",5.7,Q1,0.76,47.52%
CELL BIOLOGY AND TOXICOLOGY,CELL BIOL TOXICOL,SPRINGER,0742-2091,1573-6822,TOXICOLOGY,SCIE,"3,242",5.3,Q1,1.13,23.23%
TOXICOLOGY,TOXICOLOGY,ELSEVIER IRELAND LTD,0300-483X,1879-3185,TOXICOLOGY,SCIE,"14,190",4.8,Q1,1.27,18.52%
ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,SPRINGER HEIDELBERG,0340-5761,1432-0738,TOXICOLOGY,SCIE,"14,083",4.8,Q1,1.23,45.57%
CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,ELSEVIER IRELAND LTD,0009-2797,1872-7786,TOXICOLOGY,SCIE,"17,009",4.7,Q1,1.16,11.70%
INFLAMMOPHARMACOLOGY,INFLAMMOPHARMACOLOGY,SPRINGER BASEL AG,0925-4692,1568-5608,TOXICOLOGY,SCIE,"4,979",4.6,Q1,1.07,20.93%
ENVIRONMENTAL TOXICOLOGY,ENVIRON TOXICOL,WILEY,1520-4081,1522-7278,TOXICOLOGY,SCIE,"7,444",4.4,Q1,1.07,3.51%
Environmental Toxicology and Pharmacology,ENVIRON TOXICOL PHAR,ELSEVIER,1382-6689,1872-7077,TOXICOLOGY,SCIE,"9,805",4.2,Q1,1.05,17.48%
AQUATIC TOXICOLOGY,AQUAT TOXICOL,ELSEVIER,0166-445X,1879-1514,TOXICOLOGY,SCIE,"16,988",4.1,Q1,1.4,16.32%
Journal of Exposure Science and Environmental Epidemiology,J EXPO SCI ENV EPID,SPRINGERNATURE,1559-0631,1559-064X,TOXICOLOGY,SCIE,"5,277",4.1,Q1,1.03,35.37%
DRUG SAFETY,DRUG SAFETY,ADIS INT LTD,0114-5916,1179-1942,TOXICOLOGY,SCIE,"6,549",4,Q1,1.01,54.20%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,COMP BIOCHEM PHYS C,ELSEVIER SCIENCE INC,1532-0456,1878-1659,TOXICOLOGY,SCIE,"8,368",3.9,Q1,1.32,10.24%
FOOD AND CHEMICAL TOXICOLOGY,FOOD CHEM TOXICOL,PERGAMON-ELSEVIER SCIENCE LTD,0278-6915,1873-6351,TOXICOLOGY,SCIE,"36,293",3.9,Q1,1.11,13.07%
Toxins,TOXINS,MDPI,N/A,2072-6651,TOXICOLOGY,SCIE,"23,402",3.9,Q1,0.86,99.43%
Toxics,TOXICS,MDPI,N/A,2305-6304,TOXICOLOGY,SCIE,"7,235",3.9,Q1,0.84,99.86%
Expert Opinion on Drug Metabolism & Toxicology,EXPERT OPIN DRUG MET,TAYLOR & FRANCIS LTD,1742-5255,1744-7607,TOXICOLOGY,SCIE,"4,847",3.9,Q1,0.55,16.28%
CHEMICAL RESEARCH IN TOXICOLOGY,CHEM RES TOXICOL,AMER CHEMICAL SOC,0893-228X,1520-5010,TOXICOLOGY,SCIE,"13,297",3.7,Q2,0.84,17.48%
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,ARCH ENVIRON CON TOX,SPRINGER,0090-4341,1432-0703,TOXICOLOGY,SCIE,"7,277",3.7,Q2,0.73,12.90%
Nanotoxicology,NANOTOXICOLOGY,TAYLOR & FRANCIS LTD,1743-5390,1743-5404,TOXICOLOGY,SCIE,"4,446",3.6,Q2,0.79,25.17%
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,ENVIRON TOXICOL CHEM,WILEY,0730-7268,1552-8618,TOXICOLOGY,SCIE,"20,595",3.6,Q2,0.78,32.56%
Frontiers in Toxicology,FRONT TOXICOL,FRONTIERS MEDIA SA,N/A,2673-3080,TOXICOLOGY,ESCI,751,3.6,Q2,0.72,99.29%
Toxicon-X,TOXICON-X,ELSEVIER,2590-1710,2590-1710,TOXICOLOGY,ESCI,386,3.6,Q2,0.68,94.59%
Environmental Pollutants and Bioavailability,ENV POLLUT BIOAVAIL,TAYLOR & FRANCIS LTD,2639-5932,2639-5940,TOXICOLOGY,SCIE,557,3.6,Q2,0.63,98.63%
TOXICOLOGICAL SCIENCES,TOXICOL SCI,OXFORD UNIV PRESS,1096-6080,1096-0929,TOXICOLOGY,SCIE,"16,088",3.4,Q2,1.01,22.63%
NEUROTOXICOLOGY,NEUROTOXICOLOGY,ELSEVIER,0161-813X,1872-9711,TOXICOLOGY,SCIE,"7,562",3.4,Q2,0.98,27.43%
Cardiovascular Toxicology,CARDIOVASC TOXICOL,HUMANA PRESS INC,1530-7905,1559-0259,TOXICOLOGY,SCIE,"1,971",3.4,Q2,0.88,13.98%
Journal of Toxicology,J TOXICOL-US,HINDAWI LTD,1687-8191,1687-8205,TOXICOLOGY,ESCI,"1,402",3.4,Q2,0.61,100%
TOXICOLOGY AND APPLIED PHARMACOLOGY,TOXICOL APPL PHARM,ACADEMIC PRESS INC ELSEVIER SCIENCE,0041-008X,1096-0333,TOXICOLOGY,SCIE,"19,012",3.3,Q2,1.07,21.98%
REPRODUCTIVE TOXICOLOGY,REPROD TOXICOL,PERGAMON-ELSEVIER SCIENCE LTD,0890-6238,1873-1708,TOXICOLOGY,SCIE,"7,165",3.3,Q2,1,25.19%
Toxin Reviews,TOXIN REV,TAYLOR & FRANCIS INC,1556-9543,1556-9551,TOXICOLOGY,SCIE,"1,726",3.3,Q2,0.75,0.46%
JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,J BIOCHEM MOL TOXIC,WILEY,1095-6670,1099-0461,TOXICOLOGY,SCIE,"5,235",3.2,Q2,0.74,4.09%
Computational Toxicology,COMPUT TOXICOL,ELSEVIER,2468-1113,2468-1113,TOXICOLOGY,ESCI,639,3.1,Q2,0.82,31.03%
REGULATORY TOXICOLOGY AND PHARMACOLOGY,REGUL TOXICOL PHARM,ACADEMIC PRESS INC ELSEVIER SCIENCE,0273-2300,1096-0295,TOXICOLOGY,SCIE,"9,087",3,Q2,1.16,48.09%
MARINE ENVIRONMENTAL RESEARCH,MAR ENVIRON RES,ELSEVIER SCI LTD,0141-1136,1879-0291,TOXICOLOGY,SCIE,"9,277",3,Q2,0.88,26.04%
DNA REPAIR,DNA REPAIR,ELSEVIER,1568-7864,1568-7856,TOXICOLOGY,SCIE,"5,924",3,Q2,0.83,39.46%
CLINICAL TOXICOLOGY,CLIN TOXICOL,TAYLOR & FRANCIS LTD,1556-3650,1556-9519,TOXICOLOGY,SCIE,"4,698",3,Q2,0.7,12.77%
Integrated Environmental Assessment and Management,INTEGR ENVIRON ASSES,WILEY,1551-3777,1551-3793,TOXICOLOGY,SCIE,"3,933",3,Q2,0.62,35.82%
TOXICOLOGY LETTERS,TOXICOL LETT,ELSEVIER IRELAND LTD,0378-4274,1879-3169,TOXICOLOGY,SCIE,"14,314",2.9,Q2,0.91,21.80%
Current Research in Toxicology,CURR RES TOXICOL,ELSEVIER,2666-027X,2666-027X,TOXICOLOGY,ESCI,284,2.9,Q2,0.83,100%
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,IMMUNOPHARM IMMUNOT,TAYLOR & FRANCIS LTD,0892-3973,1532-2513,TOXICOLOGY,SCIE,"2,870",2.9,Q2,0.71,4.26%
BMC Pharmacology & Toxicology,BMC PHARMACOL TOXICO,BMC,N/A,2050-6511,TOXICOLOGY,SCIE,"1,948",2.8,Q2,0.79,99.58%
THERAPEUTIC DRUG MONITORING,THER DRUG MONIT,LIPPINCOTT WILLIAMS & WILKINS,0163-4356,1536-3694,TOXICOLOGY,SCIE,"4,503",2.8,Q2,0.76,14.74%
TOXICOLOGY MECHANISMS AND METHODS,TOXICOL MECH METHOD,TAYLOR & FRANCIS LTD,1537-6516,1537-6524,TOXICOLOGY,SCIE,"2,561",2.8,Q2,0.68,6.54%
Forensic Toxicology,FORENSIC TOXICOL,SPRINGER,1860-8965,1860-8973,TOXICOLOGY,SCIE,901,2.8,Q2,0.57,42.11%
HUMAN & EXPERIMENTAL TOXICOLOGY,HUM EXP TOXICOL,SAGE PUBLICATIONS LTD,0960-3271,1477-0903,TOXICOLOGY,SCIE,"5,450",2.7,Q3,0.71,50.35%
JOURNAL OF APPLIED TOXICOLOGY,J APPL TOXICOL,WILEY,0260-437X,1099-1263,TOXICOLOGY,SCIE,"6,387",2.7,Q3,0.65,13.82%
BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY,BASIC CLIN PHARMACOL,WILEY,1742-7835,1742-7843,TOXICOLOGY,SCIE,"5,523",2.7,Q3,0.61,39.21%
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,B ENVIRON CONTAM TOX,SPRINGER,0007-4861,1432-0800,TOXICOLOGY,SCIE,"9,731",2.7,Q3,0.59,5.01%
Genes and Environment,GENES ENVIRON,BMC,1880-7046,1880-7062,TOXICOLOGY,SCIE,600,2.7,Q3,0.5,100%
Mycotoxin Research,MYCOTOXIN RES,SPRINGER HEIDELBERG,0178-7888,1867-1632,TOXICOLOGY,SCIE,"1,376",2.6,Q3,0.85,37.50%
TOXICOLOGY IN VITRO,TOXICOL IN VITRO,PERGAMON-ELSEVIER SCIENCE LTD,0887-2333,1879-3177,TOXICOLOGY,SCIE,"9,768",2.6,Q3,0.83,25.95%
NEUROTOXICOLOGY AND TERATOLOGY,NEUROTOXICOL TERATOL,PERGAMON-ELSEVIER SCIENCE LTD,0892-0362,1872-9738,TOXICOLOGY,SCIE,"3,384",2.6,Q3,0.73,29.25%
TOXICON,TOXICON,PERGAMON-ELSEVIER SCIENCE LTD,0041-0101,1879-3150,TOXICOLOGY,SCIE,"11,614",2.6,Q3,0.73,15.89%
MUTAGENESIS,MUTAGENESIS,OXFORD UNIV PRESS,0267-8357,1464-3804,TOXICOLOGY,SCIE,"2,808",2.5,Q3,0.72,32.38%
ALCOHOL,ALCOHOL,ELSEVIER SCIENCE INC,0741-8329,1873-6823,TOXICOLOGY,SCIE,"2,973",2.5,Q3,0.65,29.73%
Food Additives & Contaminants Part B-Surveillance,FOOD ADDIT CONTAM B,TAYLOR & FRANCIS LTD,1939-3210,1939-3229,TOXICOLOGY,SCIE,"1,421",2.5,Q3,0.58,0%
Journal of Medical Toxicology,J MED TOXICOL,SPRINGER,1556-9039,1937-6995,TOXICOLOGY,SCIE,"1,610",2.5,Q3,0.58,8.33%
Journal of Immunotoxicology,J IMMUNOTOXICOL,TAYLOR & FRANCIS LTD,1547-691X,1547-6901,TOXICOLOGY,SCIE,"1,091",2.4,Q3,0.76,97.50%
ECOTOXICOLOGY,ECOTOXICOLOGY,SPRINGER,0963-9292,1573-3017,TOXICOLOGY,SCIE,"6,645",2.4,Q3,0.62,13.95%
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,J TOXICOL ENV HEAL A,TAYLOR & FRANCIS INC,1528-7394,1087-2620,TOXICOLOGY,SCIE,"3,956",2.3,Q3,0.71,5.37%
JOURNAL OF ANALYTICAL TOXICOLOGY,J ANAL TOXICOL,OXFORD UNIV PRESS INC,0146-4760,1945-2403,TOXICOLOGY,SCIE,"4,259",2.3,Q3,0.66,14.35%
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SAR QSAR ENVIRON RES,TAYLOR & FRANCIS LTD,1062-936X,1029-046X,TOXICOLOGY,SCIE,"1,410",2.3,Q3,0.66,4.83%
MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,MUTAT RES-GEN TOX EN,ELSEVIER,1383-5718,1879-3592,TOXICOLOGY,SCIE,"5,362",2.3,Q3,0.61,25.47%
Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure & Risk Assessment,FOOD ADDIT CONTAM A,TAYLOR & FRANCIS LTD,1944-0049,1944-0057,TOXICOLOGY,SCIE,"8,513",2.3,Q3,0.53,10.09%
ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,ENVIRON MOL MUTAGEN,WILEY,0893-6692,1098-2280,TOXICOLOGY,SCIE,"3,071",2.3,Q3,0.51,25.86%
Toxicology Research,TOXICOL RES-UK,OXFORD UNIV PRESS,2045-452X,2045-4538,TOXICOLOGY,SCIE,"2,356",2.2,Q3,0.53,9.71%
JOURNAL OF ENVIRONMENTAL PATHOLOGY TOXICOLOGY AND ONCOLOGY,J ENVIRON PATHOL TOX,BEGELL HOUSE INC,0731-8898,2162-6537,TOXICOLOGY,SCIE,995,2.1,Q3,0.58,1.18%
DRUG AND CHEMICAL TOXICOLOGY,DRUG CHEM TOXICOL,TAYLOR & FRANCIS LTD,0148-0545,1525-6014,TOXICOLOGY,SCIE,"2,847",2.1,Q3,0.56,1.18%
BIOMARKERS,BIOMARKERS,TAYLOR & FRANCIS LTD,1354-750X,1366-5804,TOXICOLOGY,SCIE,"2,485",2,Q4,0.53,8%
INHALATION TOXICOLOGY,INHAL TOXICOL,TAYLOR & FRANCIS LTD,0895-8378,1091-7691,TOXICOLOGY,SCIE,"2,853",2,Q4,0.52,19.10%
Journal of Venomous Animals and Toxins including Tropical Diseases,J VENOM ANIM TOXINS,CEVAP-SAO PAULO STATE UNIV-UNESP,N/A,1678-9199,TOXICOLOGY,SCIE,"1,324",1.8,Q4,0.7,93.75%
JOURNAL OF TOXICOLOGICAL SCIENCES,J TOXICOL SCI,JAPANESE SOC TOXICOLOGICAL SCIENCES,0388-1350,1880-3989,TOXICOLOGY,SCIE,"1,982",1.8,Q4,0.48,99.43%
INDUSTRIAL HEALTH,IND HEALTH,"NATL INST OCCUPATIONAL SAFETY & HEALTH, JAPAN",0019-8366,1880-8026,TOXICOLOGY,SCIE,"2,271",1.8,Q4,0.45,100%
Toxicologie Analytique et Clinique,TOXICOL ANAL CLIN,ELSEVIER MASSON SAS EDITEUR,2352-0078,2352-0086,TOXICOLOGY,ESCI,315,1.8,Q4,0.12,33.33%
World Mycotoxin Journal,WORLD MYCOTOXIN J,WAGENINGEN ACADEMIC PUBLISHERS,1875-0710,1875-0796,TOXICOLOGY,SCIE,"1,221",1.7,Q4,0.5,6.60%
FOOD AND AGRICULTURAL IMMUNOLOGY,FOOD AGR IMMUNOL,TAYLOR & FRANCIS LTD,0954-0105,1465-3443,TOXICOLOGY,SCIE,"1,457",1.7,Q4,0.49,97.87%
TOXICOLOGY AND INDUSTRIAL HEALTH,TOXICOL IND HEALTH,SAGE PUBLICATIONS INC,0748-2337,1477-0393,TOXICOLOGY,SCIE,"2,841",1.7,Q4,0.49,7.76%
Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology,ARH HIG RADA TOKSIKO,SCIENDO,0004-1254,1848-6312,TOXICOLOGY,SCIE,"1,156",1.7,Q4,0.39,99.04%
Cutaneous and Ocular Toxicology,CUTAN OCUL TOXICOL,TAYLOR & FRANCIS LTD,1556-9527,1556-9535,TOXICOLOGY,SCIE,"1,007",1.6,Q4,0.55,5.04%
Toxicological Research,TOXICOL RES-GER,KOREAN SOC TOXICOLOGY,1976-8257,2234-2753,TOXICOLOGY,SCIE,"1,336",1.6,Q4,0.48,16.08%
Birth Defects Research,BIRTH DEFECTS RES,WILEY,2472-1727,2472-1727,TOXICOLOGY,SCIE,"1,993",1.6,Q4,0.45,20.65%
Toxicology and Environmental Health Sciences,TOXICOL ENV HEALTH,KOREAN SOC ENVIRONMENTAL RISK ASSESSMENT & HEALTH SCIENCE,2005-9752,2233-7784,TOXICOLOGY,ESCI,494,1.6,Q4,0.34,2.56%
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,MUTAT RES-FUND MOL M,ELSEVIER,1386-1964,1879-2871,TOXICOLOGY,SCIE,"5,238",1.5,Q4,0.48,19.44%
TOXICOLOGIC PATHOLOGY,TOXICOL PATHOL,SAGE PUBLICATIONS INC,0192-6233,1533-1601,TOXICOLOGY,SCIE,"5,281",1.4,Q4,0.5,6.06%
JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,J PHARMACOL TOX MET,ELSEVIER SCIENCE INC,1056-8719,1873-488X,TOXICOLOGY,SCIE,"2,381",1.3,Q4,0.45,33.57%
XENOBIOTICA,XENOBIOTICA,TAYLOR & FRANCIS LTD,0049-8254,1366-5928,TOXICOLOGY,SCIE,"3,444",1.3,Q4,0.42,9.52%
INTERNATIONAL JOURNAL OF TOXICOLOGY,INT J TOXICOL,SAGE PUBLICATIONS INC,1091-5818,1092-874X,TOXICOLOGY,SCIE,"2,274",1.2,Q4,0.44,8.33%
Journal of Environmental Science and Health Part C-Toxicology and Carcinogenesis,J ENV SCI HEAL C-TOX,TAYLOR & FRANCIS INC,2689-6583,2689-6591,TOXICOLOGY,SCIE,101,1.2,Q4,0.4,2.33%
TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,TOXICOL ENVIRON CHEM,TAYLOR & FRANCIS LTD,0277-2248,1029-0486,TOXICOLOGY,SCIE,"1,815",1.1,Q4,0.29,6.67%
Molecular & Cellular Toxicology,MOL CELL TOXICOL,KOREAN SOCIETY TOXICOGENOMICS & TOXICOPROTEOMICS-KSTT,1738-642X,2092-8467,TOXICOLOGY,SCIE,686,1.1,Q4,0.28,7.24%
Toxicology Communications,TOXICOL COMMUN,TAYLOR & FRANCIS LTD,N/A,2473-4306,TOXICOLOGY,ESCI,123,1.1,Q4,0.27,98.48%
Journal of Toxicologic Pathology,J TOXICOL PATHOL,JAPANESE SOC TOXICOLOGIC PATHOLOGY,0914-9198,1881-915X,TOXICOLOGY,SCIE,644,0.9,Q4,0.26,98.06%
FLUORIDE,FLUORIDE,INT SOC FLUORIDE RESEARCH,0015-4725,2253-4083,TOXICOLOGY,SCIE,784,0.7,Q4,0.17,0%
International Journal of Medical Toxicology and Forensic Medicine,INT J MED TOX FORENS,SHAHEED BEHESHTI MEDICAL UNIV-MEDICAL SCIENCES & HEALTH SERVICES,2251-8762,2251-8770,TOXICOLOGY,ESCI,117,0.3,Q4,0.11,78.90%
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,J FOOD SAF FOOD QUAL,M H SCHAPER GMBH CO KG,0003-925X,N/A,TOXICOLOGY,SCIE,142,0.2,Q4,0.04,0%
,,,,,,,,,,,
Copyright (c) 2024 Clarivate ,,,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,,,
